line id verse number,urdu transliteration text,english translation text
,"AYE FARISHTON MUJHE KARBALA LE CHALO
AYE FARISHTON MUJHE KARBALA LE CHALO","O Angels, please take me to Karbala…"
,APNE MAULA KE KADMO KO CHUMUNGA MAI,I will kiss the feet of my Master
,FARSH SE ARSH KOH AAJ CHUMUNGA MAI,"From this earth, I will kiss the sky today"
,YEH IBADAT KOH HARGIZ NA BHULUNGA MAI,I will never forget this worship…
,TUMKO ALLAH KA WASTA LE CHALO,"I plead you in the name of God, please take me…"
,HAQ ADAAI HU MAI TUMKO MAALUM HAI,You know that I am not ungrateful
,EK FIDAAI HU MAI TUMKO MALUM HAI,You know that I am in love (with Ahlul Bayt)
,KARBALAAI HU MAI TUMKO MALUM HAI,You know that I am a Karbalaai
,MERI MAYYAT YAHA SE UTHA LE CHALO,Please carry my dead body and take me there…
,YEH LAHAD TOH NAHI HAI THIKANA MERA,This grave is not the final destination for me
,YAANI HAI AB WAHI AAB DAANA MERA,This means that now my water and food is provided therein
,BAN GAYA HAI WAHI AASHYANA MERA,This has become my abode now
,"Please take me either to Najaf or Nainawa (Karbala)
YAA NAJAF MUJHKO YA NAINAVA LE CHALO",
,SAR KE BAL AAJ CHALTA HUA AA JAUGA,I will crawl and come back
,HAI IRAADA YAHI SAMARRAH JAUGA,I intend to go to Samarrah
,MAI KHURASAN NAJAF KARBALA JAAUNGA,"I will go to Khurasaan, Najaf and Karbala"
,KHULD JAHA HAI MUJHE US JAGAH LE CHALO,"Where the heaven is on earth, please take me there…"
,ALLAH ALLAH GHAAZI KA ROBO HASHAM,O God! The might and authority of Ghaazi (Abbas A.S)…
,SEENAE AAB PAR USNE GAARDA ALAM,He planted his flag in the chest of the river
,SOCHA SAHIL PE YEH BEHRE AHLE HARAM,"He thought at the banks of river Euphrates, for the sake of the families"
,DOSH PAR RAKHKE YEH ALQAMA LE CHALO,Carry water on my shoulders and take me there…
,AI ABAD MERI JANNAT HAI KARBOBALA,"O Abad (poet), my paradise is Karbobala"
,MERI MATTI ME HAI ISHQE AALE IBAA,The love of Ahlul Bayt is deeply ground with my clay (essence)
,"I don’t want anything besides…
KUCH NAI CHAYE MUJHKO USKE SIWAA",
,SUE DAAMANE AHLE KISA LE CHALO,"The presence of Ahle Kisa (the people of the cloak), so please take me there…"
