line id verse number,urdu transliteration text,english translation text
,"HUI HAI KHALQ YE DUNIYA, HUSSAIN KI KHATIR
Hussain Ki Khatir","This world has been created, O Hussain, just for your sake"
,IMAM-E-ASR HAI ZINDAA HUSSAIN KI KHATIR,"The Imam of our time is alive,  O Hussain, just for your sake"
,"KAHA WO NOOR SARAPA, KAHA MAKAAN MERA,",Where is my status as compared to the epitome of light?
,"SHARAF YE FARSHE AZA SE MUJHE NASIB HUA,",I achieved prestige by organizing majlis of Imam Hussain (A.S)…
,MERE GHAR AA GAYI ZEHRA,Zahra (A.S) herself came to my house…
,HUSSAIN KI KHATIR,"O Hussain, just for your sake"
,"YAHI DALEEL HAI EK-DUSRE SE ULFAT KI,",This is the only proof of love for one another
,RIZA E RAB KE LIYE KIJIYE AZADARI,Do Azadaari for the pleasure of (obtaining closeness to) God
,KHUDA KO KIJIYE SAJDA,Prostrate only to God
,HUSSAIN KI KHATIR,"O Hussain, just for your sake"
,MUBAHILE KA ASAR KARBALA ME DEKH LIYA,We saw the effect of Mubahila in Kerbala
,"WAHAB KI MAA TUJHE POHNCHE SALAAM QAIM (A.T.F.S.) KA,","O Wahab’s mother, salutations to you from Imam Mahdi (A.S)"
,KHUDA KO DE DIYA BETA,You gave away your son in the name of God
,HUSSAIN KI KHATIR,"O Hussain, just for your sake"
,"SILA HUSSAIN KI MAADAR SE USKO AISA MILA,",They received such a reward from Hussain’s (A.S) mother…
,"HAR EK SHAHEED YE MARKAD ME KAR RAHA HAI DUA,",Every martyr is supplicating from his grave…
,KE MAUT AAE DOBARA,That they are given death again…
,HUSSAIN KI KHATIR,"O Hussain, just for your sake"
,SAWAAL POOCHEGA JAB KOI PUCHNE WALA,When a questioner asks you…
,LIBAAS PEHNA TUNE YE KIS LIYE KALA,“Why have you worn black clothes?”
,KAHEGA KHANA E KABA HUSSAIN KI KHATIR,"The Holy Kabaah will respond “O Hussain, just for your sake”"
