line id verse number,urdu transliteration text,english translation text
,"YA HAZRATE ABBAS, ROZE PE BULALO, BOHOT DOOR HOON TUMSE, ROZE PE BULALO
YA HAZRATE ABBAS","O’ Master Abbas, call me to your shrine,
I am far from you, call me to your shrine"
,SHIKWA BHI TUMHI SE HAI SHIKAYAT BHI TUMHI SE,"We complain to you, and only to you"
,HAR BAAT ME KEH SAKTA -NAHI MOLA KISI SE,"I can’t share all my problems o’ Master, with anyone else"
,EK BAAR TO ROZE PE BULALIJIE AQA,"Call me to your shrine o’ Master, at least once"
,"DIL GHAMSE BHARA HAI, TUMHE AAKAR ME SUNAWOO","The heart is full of sorrow, let me express my grief to you"
,DUNYA ME KAHAN TERE SIWA KOI SAHARA,Who is there to support us besides you?
,JEETE JI AGAR DEKHA -NAHI ROZA TUMHARA,If I don’t see your shrine during my lifetime
,TO DOOR ME TUMSE NAHI REH PAAUNGA ZINDA,I will not be able to live if I am far from you
,"DIL GHAMSE BHARA HAI, TUMHE AAKAR ME SUNAWOO","The heart is full of sorrow, let me express my grief to you"
,RORO KE TERE ROZE KI JAALI KO BHIGOWU,I will weep till the frame of your tombstone is covered with my tears
,CHOKAT KO TERI BAARAHA -ASHKON SE ME DHOWU,Until your door-steps are washed with my tears
,"AY BAABE HAWIJ KARO ARMAAN YE PURA
O’ Baab e Hawaij, fulfil my desires",
,"DIL GHAMSE BHARA HAI, TUMHE AAKAR ME SUNAWOO","The heart is full of sorrow, let me express my grief to you"
,DETA HON TUMHE WASTA ZAINAB KI RIDA KA,For the sake of the veil of Zainab
,AUR SHAAME GHARIBAN ME -SAKINA KI SADA KA,For the sake of the cries of Sakina on Shaam E Ghareeban
,SUNLO MERI FARYAD KO ABBAS KHUDARA,Please listen to my plea for the sake of the Almighty
,"DIL GHAMSE BHARA HAI, TUMHE AAKAR ME SUNAWOO","The heart is full of sorrow, let me express my grief to you"
,AY BAABE HAWAIJ TUMHE MOHSIN KI QASAM HAI,"O’ Baab e Hawaij, for the sake of Mohsin"
,ABBAS TUMHE ASGHAR E -KAMSIN KI QASAM HAI,"Abbas, for the sake of the young Asgher"
,BAS DEDO MUJHE OWN O MOHAMAD KA HI SADQA,"Please provide for me, for the sake of Aun and Muhammad"
,"DIL GHAMSE BHARA HAI, TUMHE AAKAR ME SUNAWOO","The heart is full of sorrow, let me express my grief to you"
,AB WASTA US PEHLU SHIKASTA KA HAI TUMKO,For the sake of the broken rib
,AAKHIR ME BAS AB WASTA -ZAHRA KA HAI TUMKO,"And finally, for the sake of Zahra"
,ROZE PE BULAKAR SUNO SALMAN SE NOHA,Listen to the lamentations from ‘Salman’ (poet) at your shrine
,"DIL GHAMSE BHARA HAI, TUMHE AAKAR ME SUNAWOO","The heart is full of sorrow, let me express my grief to you"
