line id verse number,urdu transliteration text,english translation text
,KHUN HUM BAHATAY HAI,We spill our own blood
,KHUN HUM BAHATAY HAI ZAKHM HUM SAJATAY HAI,We spill our own blood; we proudly bear our wounds
,YE SALIKAY MAATAM KE AUR KISKO ATAY HAI,Who else performs maatam the way we do?
,ROZ BARPA HOTI HAI MAJLIS-E ZAMANE ME,Majalis are held in the world everyday
,HUM TO BAAGHE JANNAT ME ROZ ATAY JATAY HAI,We walk into and out of the gardens of paradise everyday
,JA KE DEKHLAY DUNIYA AAJ BHI JULOOSON ME,Let the world behold!  In the processions...
,UNKE SAR NAHIN JHUKTE JO ALAM UTHA-TAY HAI,"Unbowed remain the heads of those who carry the ""alam"""
,HUM GHULAAM-E HAYDAR HUMSE DEKHLAY DUNIYA,We are the servants of Haider; let the people see
,KIS TARHA ZAMANAY ME INKILAAB LAATAY HAI,How we bring about revolution in the world
,KYA JARI JIYALAY HAI SHEHR KARBALA WAALAY,How brave and passionate are the residents of Karbala
,MOWT KE ILAAKAY ME ZINDAGI BANATE HAI,Who live their lives in the region of death
,AAPKO BHI MILJAYE DEEN KA ALAM LAIKIN,You too would get to hold the banner of the faith
,AAPKA BHAROSA KYA AAP BHAAG JAATAY HAI,"But alas, can those be trusted  who escape (the battlefield)"
,TUM AGAR KARO MAATAM TUM BHI SEEKH JAAWOGAY,"Were you to do maatam, you would also have learned"
,BAKHSHISHO KA DARWAZA KAISE KHAT KHATA TAY HAI,How to knock upon the doors of divine forgiveness
