line id verse number,arabic text,english translation text
,,Ziyārah of Imam Husayn (A.S.)for Laylatul Qadr
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّد,"O' Allāh send Your blessings on Muhammad
and the family of Muhammad."
,بِسْمِ ٱللَّـهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ,"In the Name of Allāh,
the All-beneficent, the All-merciful."
,السّلامُ عَلَيْكَ يَا بْنَ رَسُولِ اللّهِ,Peace be upon you; O son of Allah’s Messenger.
,السّلامُ عَلَيْكَ يَا بْنَ أَمِيرِالْمُؤْمِنِينَ,Peace be upon you; O son of the Commander of the Faithful.
,السّلامُ عَلَيْكَ يَا بْنَ الصّدّيقَةِ الطَّاهِرَةِ,"Peace be upon you; O son of the veracious, immaculate lady"
,فَاطِمَةَ سَيّدَةِ نِسَاءِ الْعَالَمِينَ,"Fāṭimah, the Doyenne of the women of the world."
,السّلامُ عَلَيْكَ يَا مَوْلايَ يَا أَبَا عَبْدِاللّهِ,"Peace be upon you; O my master, Abū-`Abdullāh."
,وَرَحْمَةُ اللّهِ وَبَرَكَاتُهُ,So be Allah’s mercy and blessings.
,أَشْهَدُ أَنّكَ قَدْ أَقَمْتَ الصّلاةَ,"I bear witness that you offered the prayers,"
,وَآتَيْتَ الزّكَاةَ,"And you defrayed the zakāt,"
,وَأَمَرْتَ بِالْمَعْرُوفِ,"And you enjoined the right,"
,وَنَهَيْتَ عَنِ الْمُنْكَرِ,"And you forbade the wrong,"
,وَتَلَوْتَ الْكِتَابَ حَقّ تِلاوَتِهِ,"And you recited the Book (i.e. the Holy Qur'ān) as exactly as it should be recited,"
,وَجَاهَدْتَ فِي اللّهِ حَقّ جِهَادِهِ,"And you strove for the sake of Allah as exactly as striving must be,"
,وَصَبَرْتَ عَلَى الأذَى فَي جَنْبِهِ مُحْتَسِباً حَتَّى أَتَاكَ الْيَقِينُ,"And you faced all troubles steadfastly for His sake, seeking his reward, until death came upon you."
,أَشْهَدُ أَنّ الّذِينَ خَالَفُوكَ وَحَارَبُوكَ,I also bear witness that those who dissented you and those who fought against you
,وَالّذِينَ خَذَلُوكَ وَالّذِينَ قَتَلُوكَ,And those who let you down and those who slew you
,مَلْعُونُونَ عَلَى لِسَانِ النّبِيّ الأُمِيِّ,All those were accursed directly by the Meccan Prophet.
,وَقَدْ خَابَ مَنِ افْتَرَى,And he who forges lies indeed fails to attain his desire.
,لَعَنَ اللّهُ الظَّالِمِينَ لَكُمْ مِنَ الأوَّلِينَ وَالآخِرِينَ,May Allah remove blessings from those who wronged you from among the past and the present generations.
,وَضَاعَفَ عَلَيْهِمُ الْعَذَابَ الألِيمَ.,May Allah also double for them the painful torment.
,تَوَجَّهْتُ نَحْوَ مَشْهَدِك يَا مَوْلايَ يَا بْنَ رَسُولِ اللّهِ,"I turn my attention towards you, O my master, O son of the Messenger of Alláh,"
,زَائِراً عَارِفاً بِحَقّكَ,"Visiting you and acknowledging the standing that you enjoy,"
,مُوَالِياً لأَوْلِيَائِكَ,"And declaring my loyalty to those who are loyal to you,"
,مُعَادِياً لأَعْدَائِكَ,"And renouncing your enemies,"
,مُسْتَبْصِراً بِالْهُدَى الّذِي أَنْتَ عَلَيْهِ,"And seeking to follow the true guidance that you are following,"
,عَارِفاً بِضَلالَةِ مَنْ خَالَفَكَ,And recognizing the deviation of those who oppose you;
,فَاشْفَعْ لِي عِنْدَ رَبّكَ.,"So, (please) intercede for me before your Lord."
,السّلامُ عَلَيْكَ يَا حُجّةَ اللّهِ فِي أَرْضِهِ وَسَمَائِهِ,Peace be upon you; O the Argument of Allah in His lands and heavens.
,صَلَّى اللّهُ عَلَى رُوحِكَ الطّيّبِ وَجَسَدِكَ الطَّاهِرِ,May Allah bless your immaculate spirit and your pure body.
,وَعَلَيْكَ السّلامُ يَا مَوْلايَ وَرَحْمَةُ اللّهِ وَبَرَكَاتُهُ.,Peace and Allah’s mercy and blessings be upon you; O my master.
,,"Ziyárah of
Hazrat Alí Akbar (a.s.) for the Night of Qadr"
,السّلامُ عَلَيْكَ يَا مَوْلايَ وَابْنَ مَوْلايَ,Peace be upon you; O my master and son of my master
,وَرَحْمَةُ اللّهِ وَبَرَكَاتُهُ,So be upon you Allah’s mercy and blessings.
,لَعَنَ اللّهُ مَنْ ظَلَمَكَ,May Allah remove blessings from those who wronged you.
,وَلَعَنَ اللّهُ مَنْ قَتَلَكَ,May Allah remove blessings from those who slew you.
,وَضَاعَفَ عَلَيْهِمُ الْعَذَابَ الألِيمَ.,May Allah double the painful chastisement for them.
,,"Ziyárah of
other Shuhadá (a.s.) for the Night of Qadr"
,السّلامُ عَلَيْكُمْ أَيّهَا الصّدِيقُونَ,Peace be upon you; O the veracious ones.
,السّلامُ عَلَيْكُمْ أَيّهَا الشّهَدَاءُ الصَّابِرُونَ,Peace be upon you; O the steadfast martyrs.
,أَشْهَدُ أَنّكُمْ جَاهَدْتُمْ فِي سَبِيلِ اللّهِ,"I bear witness that you strove in the way of Allah,"
,وَصَبَرْتُمْ عَلَى الأذَى فِي جَنْبِ اللّهِ,"And you acted patiently against harm for the sake of Allah,"
,وَنَصَحْتُمْ لِلّهِ وَلِرَسُولِهِ حَتَّى أَتَاكُمُ الْيَقِينُ,And you did sincerely for the sake of Allah and His Messenger until death came upon you.
,أَشْهَدُ أَنّكُمْ أَحْيَاءٌ عِنْدَ رَبّكُمْ تُرْزَقُونَ,I bear witness that you are alive and are being provided sustenance from your Lord.
,فَجَزَاكُمُ اللّهُ عَنِ الإسْلامِ وَأَهْلِهِ أَفْضَلَ جَزَاءِ الْمُحْسِنِينَ,"May Allah reward you with the best reward of the good-doers on behalf of Islam and its people,"
,وَجَمَعَ بَيْنَنَا وَبَيْنَكُمْ فِي مَحَلّ النّعِيمِ.,And may He join us to you in the abode of bliss.
,,"Ziyárah of
Hazrat Abbás (a.s.) for the Night of Qadr"
,السّلامُ عَلَيْكَ يَا بْنَ أَمِيرِ الْمُؤْمِنِينَ,Peace be upon you; O the son of the Commander of the Believers.
,السّلامُ عَلَيْكَ أَيّهَا الْعَبْدُ الصَّالِحُ,"Peace be upon you; O the righteous servant (of Allah),"
,الْمُطِيعُ لِلّهِ وَلِرَسُولِهِ,The obedient to Allah and to His Messenger.
,أَشْهَدُ أَنّكَ قَدْ جَاهَدْتَ وَنَصَحْتَ,I bear witness that you strove (in the way of Allah) and acted sincerely
,وَصَبَرْتَ حَتَّى أَتَاكَ الْيَقِينُ,And tolerated (harm) until death came upon you.
,لَعَنَ اللّهُ الظَّالِمِينَ لَكُمْ مِنَ الأوَّلِينَ وَالآخِرِينَ,May Allah remove blessings from those who wronged you from the past and the present generations.
,وَأَلْحَقَهُمْ بِدَرْكِ الْجَحِيمِ.,And may He send them to the lowest layer of the blazing Hell.
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّد,"O' Allāh send Your blessings on Muhammad
and the family of Muhammad."
