line id verse number,arabic text,english translation text
,,Ziyarat Ameenullah
,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ,"In the Name of Allah,
the All-merciful, the All-compassionate"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّد,O Allah bless Muhammad and the family of Muhammad.
,اَلسَّلاَمُ عَلَيْكَ يَا اَمِينَ ٱللَّهِ فِي اَرْضِهِ,"Peace be upon you,
O trustee of Allah on His lands"
,وَحُجَّتَهُ عَلَىٰ عِبَادِهِ,and argument of Allah against His servants.
,اَلسَّلاَمُ عَلَيْكَ يَا اَمِيرَ ٱلْمُؤْمِنِينَ,"Peace be upon you,
O Commander of the Faithful."
,اَشْهَدُ اَنَّكَ جَاهَدْتَ فِي ٱللَّهِ حَقَّ جِهَادِهِ,"I bear witness that you strove for the sake of Allah as it ought to be striven,"
,وَعَمِلْتَ بِكِتَابِهِ,"acted upon His Book,"
,وَٱتَّبَعْتَ سُنَنَ نَبِيِّهِ,"and followed the instructions of His Prophet,"
,صَلَّىٰ ٱللَّهُ عَلَيْهِ وَآلِهِ,"peace of Allah be upon
him and his Household,"
,حَتّىٰ دَعَاكَ ٱللَّهُ إِلَىٰ جِوَارِهِ,"until Allah called you to
be in His vicinity."
,فَقَبَضَكَ إِلَيْهِ بِٱخْتِيَارِهِ,"So, He grasped you to
Him by His will"
,وَاَلْزَمَ اَعْدَائَكَ ٱلْحُجَّةَ,"and put your enemies
under the claim"
,مَعَ مَا لَكَ مِنَ ٱلْحُجَجِ ٱلْبَالِغَةِ عَلَىٰ جَمِيعِ خَلْقِهِ,"although you have
inclusive claims against
all of His creatures."
,اَللَّهُمَّ فَٱجْعَلْ نَفْسِي مُطْمَئِنَّةً بِقَدَرِكَ,"O Allah, (please do) cause my soul to be fully tranquil with Your decrees,"
,رَاضِيَةً بِقَضَائِكَ,"satisfied with Your acts,"
,مُولَعَةً بِذِكْرِكَ وَدُعَائِكَ,"fond of mentioning and praying to You,"
,مُحِبَّةً لِصَفْوَةِ اَوْلِيَائِكَ,"bearing love for the
choicest of Your intimate servants,"
,مَحْبُوبَةً فِي اَرْضِكَ وَسَمَائِكَ,"beloved in Your lands and heavens,"
