line id verse number,urdu transliteration text,english translation text
,Haider Haider,
,Haider Haider,
,"Sher-e- Khuda, Daamade Payambar","The lion of God, the son-in-law of the prophet"
,"Shafa e mehshar, saaqi e kauthar","The intercessor on the day of judgement, the quencher of thirst at Kauthar"
,"Bolna Maine Jub Seekha Tha, Maan Ne Meri Yeh Mujhse Kaha Tha","When I began to talk, my mother had told me"
,"Bolo Beta Jaan Laga Kar
Haider
Haider Haider","My dear, say this with all your strength"
,"Meri Wasiyat Yaad Yeh Rakhna, Qabr Ke Bahar Tum Sub Kehna","This is my will, remember, that outside my grave all of you shall say..."
,Khud Main Kahunga Kabr Ke Andar,...and I will say from inside my grave
,"Dono Hai Yeh Ruh E Wilayat, Dono Hai Yeh Jaan E Wilayat","This is the soul of Wilayah, this is the life of Wilayah"
,"Allahu Akbar, Allahu Akbar","Allah is Great, Allah is Great"
,,"Zikre Ali (A.s.) Par Pabandi Thi, Lekin Zainab (S.a.) Aaise Boli
There was a restriction on the zikr of Ali, but Zainab spoke in such a manner"
,Goonj Utha Darbar Ke Andar,That the whole ‘darbaar’ was saying
,"Mesum se yeh mujhko mili hai, maine kitab ishq parhi hai","I learnt this from Maytham, I have read the book of love"
,Pehla sabaq hai uske andar,The first lesson in this book is
,"Maut Se Darta Hai Na Dara Hai
Ishq Takallum Bol Raha Hai","He has never been afraid, the love of Takallum (poet’s name) is saying"
,Daar Ke Upar Zer E Khanjar,On top of a tree (like Maytham) or under a sword
