line id verse number,urdu transliteration text,english translation text
,Jibreel Murtaza Ko,
,"Hai aaj fatemah se , Mawlaa Ali ki Shaahdi",Today is the marriage of Bibi Fatimah (A.S) & Mola Ali (A.S)
,Jibreel Murtaza ko Dulhaa benaa rahe hai,Angel Jibraeel is preparing Imam Ali as a groom.
,"Sab arsh farsh waaleh,
khushiyaa manaa rahe hai",All on earth and heaven are celebrating this happy occasion
,Baadeh sabaah khushi mei itraa ke chal rahi haiTehzeeb aaj phir se karwat badel rahi hai,"Morning, today, is walking around with a happy attitudeThe daily norms are taking a turn again today, such that"
,Jannat sajaa ne waaleh haa jannat sajaa ne waalehDuniyaa sajaa rahe hai,The decorators of heavenAre decorating the world
,Dul dul sawaaar mawlaa padal rewaa dewaa haiBaraatiyo mei shaamil nabiyo ka karawaa hai,"The master who normally rode on a horse is walking
Amongst the guests present, is a caravan of prophets"
,"Kerneh ko khar makdum
sarkaar aah rehe hai",The Master of all the prophets (Prophet Muhammad) is coming to welcome them
,Mehmaa newaaziyo mei hai mehve shaahe bathaKhaneh ki zimeh daari oureh hai ummeh salmaa,H.Abu Talib is busy taking care of the prophetsUmme Salma (wife of the prophet) is responsible for the food
,"lyas khirz sab ko
sharbat pilaa rehe hai
Prophet Ilyas and Khizr are serving sharbat to everyone",
,Mikdaad ho ke qambar salmaan hoya misumHawaa ho ya ke saraa fizaa ho ya ke Maryam,"Miqdad or Qambar, Salman or MeasumHawa or Sara, Fiza or Maryam"
,"Sehraa ali wali ka sab mil ke gaa rehe hai
Everyone is reciting the wedding eulogy together",
,Kitnaa hasi hai manzar is waqt ruksati kaquran ker rehaa hai dulhan ke sar pe saayaa,"How beautiful is this sight, the time of the brides departureThe Quran is providing shade over the head of the bride"
,"Salmaan aur abuzar
doli utha rahe hai","Salman and Abuzar, are lifting the palanquin"
,W,
,W,
,W,
