line id verse number,urdu transliteration text,english translation text
,Ali Ali Mola,
,"Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola Haidar Mola",
,,"Naturally I will start with the most high
Lord of the seas lord of the seven skies
Peace on Mohammed and salutations
Congratulations on this occasion"
,Ali Ali Mola Haider Mola,After Mohammed who is the master
,"Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola Haidar Mola",
,"Tera(13) rajab ki bazm sajai
Khoob hui phir madha sarai",We adorned the gathering of the thirteenth of Rajab;And indulged then in (Ali's) lofty praise;
,"Ishq tera darvesh banaey
Ishq tera bakhshay daanai",Your love makes (us) a mystic;Your love grants wisdom;
,"Khoob wila ka jaam piya tha
Phir bhi nashay mein main nahin dola",We have drunk the intoxicant of your love;Yet are not giddy with intoxication.
,"Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola Haidar Mola",
,Revelation after revelation,"Nasibi I have sincere question
Since when was gods choice an election?
From Adam to the best of creation"
,"I'm the rejector you're the elector
Let’s see at Kawthar who's giving water?",
,"Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola Haidar Mola",
,"Tu nay namaz-e-ishq sikhai
Tu nay humein toheed batai",You taught us the prayers of love;You showed us Tauheed (the oneness of God);
,"Kon bayan kar paeyga mola(a.S.)
Teri fazilat teri barhai","Who is able explain, oh master?Your superiority, your loftiness?"
,"Parhnay laga woh tera qaseeda
Jab bhi kabhi quraan ko khola",They begin to sing your praises;Whenever they open the Quran.
,"Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola Haidar Mola",
,,"In the valley he commanded Musa
Enter the valley but take your shoes off
Mariam came to the house with Isa
But they were kindly denied from a Visa"
,"See when haidar enters the chosen
The Ka'ba split like musas ocean",
,"Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola Haidar Mola",
,,"Nasibi I would love to convince you
But at the same time I have an issue
When I visit my Mawla haidar
There's not enough room for me to get through"
,,"So I would rather you keep your Mawla
Let me breath air next to my Mawla"
,"Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola
Ali(a.S.)  Ali(a.S.) Mola Haidar Mola",
