line id verse number,urdu transliteration text,english translation text
,Hamd – Praise of Allah (SWT),
,Allaahu jalla jalaal hu (2),"Allah, whose glory is great"
,Teri shaan ammaa nawaal hu,Your magnificence is a blessing for everyone
,Tere naam  per e mere Khuda,On your name I would sacrifice
,Meta dil fidaa meri jaan fidaa,My heart and my body
,Meri ruuh ki hai yehi sadaa,The voice of my soul is that...
,Tera naam lab pe rahe sadaa …,Your name may remain on my lips forever
,Jo teri razaa meri aarzu,Whatever pleases you may remain my wish
,Naat – Praise of The Prophet (SAW),
,Balaghal-ula bi-kamaalihi,He reached the highest place through his perfection
,Kashafad-duja bi-jamaalihi,He drove out the darkness through his beauty
,Hasunat jameeu khisaalihi,Beautified were all his characteristics
,Sallu alaihi wa aalihi,Send blessings upon him and his family
