line id verse number,urdu transliteration text,english translation text
,Jab Khuda Ko Pukara,
,Jab khuda ko pukara Ali aagaye,"When we called upon god, Ali was sent to help us"
,Jab Ali aagaye zindagi aagayi,"When Ali came to us, our lives came"
,"Zindagi bandagi roshni aagayi
Life, attachment (to their love), light came",
,"Roshni aagayi, aagahi aagayi
Light came, awareness came",
,Mawt inke muhibon ko aati nahi,Death cannot come to his lovers (lovers aren't afraid of death)
,Aa bhi jaaye to phir bachke jaati nahi,"And if it does come, it cannot escape"
,"Maut ka kya khatar
Mawt se kya hazar",But what danger is there from death? Why should we fear it
,Isse bachna bhi kya aagayi aagayi,"Why try escape it, it is here then it is here"
,Ghusle mayyit na kehna mere ghusl koujle malboos ko mat kafan naam do,Do not call my final ghusl the ghusl of mayyitdon't call the wrapped cloth a kafan
,Me chala hoon ali se mulaqat koJiski thi arzoo woh ghari agayi,I am going to meet Alithe moment I have been waiting for has finally arrived
,Maslake ishq mein maanga aib hai,"In the matters of love, to ask is not a good thing"
,Me bhi khamosh hoonwoh bhi khamosh hai,"I am silent, he is silent"
,Un ko sab hai khabar is liye chup hoon meinkya huwa aankh me gar nami aagayi,"He knows everything that is why I am silent
so what if my eyes are softened
(with tears)"
,Khums dena muwadat ki ek shart hai,To give is a condition of love
,Aur na dena bhi misle fadak hai gunah,"And not to give is a gunah, similar to the way the incident of fadak was"
,Haq ke sadat o zahra ke makrooz sejab tabarra suna to haseen aagayi,"From the rightful lineage of Zahrawhen we heard Tabarra, our faces lit up"
,Ishq jab tak na sher hota nahinmujhme kab ahliyat thi teri madha ki,"Until there is love, there will be no poetrywhere did I have the ability to praise you"
,Mere mola me qurban tere ishq keSibte Jafar ko bhi shayri aagayi,"Oh master, may I be sacrificed in your love‘Sibt e Jafar' also learnt poetry"
,W,
,W,
,W,
,W,
,W,
,W,
,W,
,W,
,W,
,W,
,W,
