"line id verse number","arabic text","english translation text"
"","AJA ABBAS TUJY RO RO BULAYE ZAINAB SA","ZAINAB IS CRYING AND CALLING YOU O ABBAS"
"","KAISY PABAND-E-RASAN SHAM MEN JAYE ZAINAB SA","HOW WILL ZAINAB GO TO DAMASCUS, TIED IN ROPES?"
"","KYA KRUN YE TO BTA BHAI NAHI SIR PY RIDA","WHAT SHOULD I DO, O BROTHER, WHEN I HAVE NO HEAD COVERING?"
"","SIR PY BABA B NHI KON SUNY MERI SADA","I ALSO DO NOT HAVE MY FATHER (ALI AS), WHO CAN HEAR MY LAMENTATION"
"","HUKAM ZALIM KA HY YE DRBAR MEN AYE ZAINAB SA","THE OPPRESSOR HAS ORDERED ZAINAB TO ENTER THE PALACE"
"","MERA BABA HY ALI OR MERA NANA NABI SAW","MY FATHER IS ALI AS AND MY GRANDFATHER IS THE HOLY PROPHET SAW"
"","DRD O GHAM SEH K BHI MEN DEEN BACHANE HUN CHALI","WITH PAIN AND GRIEF, I AM STILL GOING TO SAVE THE RELIGION"
"","BAD SHABBIR K SAYE MEN NHI AAI RUBAB","AFTER SHABBIR AS, RUBAB DID NOT SIT UNDER A SHADE"
"","GHAM ZDAA BEHAN KO IS BAT KA DY KOI JWAB","CAN SOMEONE GIVE AN ANSWER TO THIS PAIN-STRICKEN SISTER?"
"","DHOOP SY US KO BTA KESY UTHAYE ZAINAB SA","HOW SHOULD ZAINAB REMOVE HER FROM THE SCORCHING SUN?"
"","SHAM MANZIL HY MERI BHAI HY BE GORO KAFAN","MY DESTINATION IS DAMASCUS AND MY BROTHER LAYS WITHOUT A SHROUD"
"","NA HI MATAM HY KIA NA HI KIA OS KO DAFAN","I HAVEN’T BEEN ABLE TO LAMENT OVER HIM, NOR HAVE I BEEN ABLE TO BURY HIM"
"","BAT YE TU HI BATA KESY BHULAYE ZAINAB SA","TELL ME HOW SHOULD ZAINAB FORGET THESE TRAGEDIES?"
"","KAB HY ASAN YE KHURSHEED BHLA NOHA GRI","O KHURSHEED (POET), WHO SAYS WRITING NAWHAS IS EASY?"
"","SUKHANWAR JANTY HEN SARY YE","MANZIL HY KARI\nALL THE AZADAAR KNOW THAT THIS IS A CHALLENGING TASK"
"","BAT BNTI HAI JO HO JAYE ATA E ZAINAB SA","MAY ZAINAB ACCEPT THIS NOBLE ACT"
