line id verse number,arabic text,english translation text
,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ,"In the name of Allah, the Beneficent, the Merciful."
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّد,"O Allah, bless Muhammad and the family of Muhammad."
,أللَّهُمَّ يَا مَنْ لا يَرْغَبُ فِي الْجَزَاءِ،,"O God, O He who desires no repayment!"
,وَلاَ يَنْدَمُ عَلَى الْعَطَآءِ،,O He who shows no remorse at bestowal!
,وَيَا مَنْ لاَ يُكَافِئُ عَبْدَهُ عَلَى السَّوآءِ،,O He who rewards not His servant tit for tat!
,مِنَّتُكَ ابْتِدَاءٌ، وَعَفْوُكَ تَفَضُّلٌ،,"Your kindness is a new beginning, Your pardon gratuitous bounty,"
,وَعُقُوبَتُكَ عَـدْلٌ، وَقَضَاؤُكَ خِيَرَةٌ،,"Your punishment justice, Your decree a choice for the best!"
,إنْ أَعْطَيْتَ لَمْ تَشُبْ عَطَآءَكَ بِمَنٍّ،,"If You bestowest, You stainest not Your bestowal with obligation,"
,وَإنْ مَنَعْتَ لَمْ يَكُنْ مَنْعُكَ تَعَدِّيا,"and if You withholdest, You withholdest not in transgression."
,تَشْكُرُ مَنْ شَكَرَكَ وَأَنْتَ أَلْهَمْتَهُ شُكْرَكَ،,"You showest gratitude to him who thanks You, while You hast inspired him to thank You."
,وَتُكَافِئُ مَنْ حَمِدَكَ وَأَنْتَ عَلَّمْتَهُ حَمْدَكَ،,"You rewardest him who praises You, while though You hast taught him Your praise."
,تَسْتُرُ عَلَى مَنْ لَوْ شِئْتَ فَضَحْتَهُ,"You coverest him whom, if You willed, You wouldst expose,"
,وَتَجُودُ عَلَى مَنْ لَوْ شِئْتَ مَنَعْتَهُ،,"and You art generous toward him from whom, if You willed, You wouldst withhold."
,وَكِلاَهُمَا أَهْلٌ مِنْكَ لِلْفَضِيحَةِ وَالْمَنْعِ،,"Both are worthy of Your exposure and withholding,"
,غَيْرَ أَنَّكَ بَنَيْتَ أَفْعَالَكَ عَلَى التَّفَضُّلِ،,"but You hast founded Your acts upon gratuitous bounty,"
,وَأَجْرَيْتَ قُدْرَتَكَ عَلَى التَّجَاوُزِ،,"channelled Your power into forbearance,"
,وَتَلَقَّيْتَ مَنْ عَصَاكَ بِالحِلْمِ،,"received him who disobeyed You with clemency,"
,وَأمْهَلْتَ مَنْ قَصَدَ لِنَفْسِهِ بِالظُّلْمِ,and disregarded him who intended wrongdoing against himself.
