Line id,Arabic text,Translation
,وَرَبَّ جَبْرَئِيلَ وَمِيكَائِيلَ وَإِسْرَافِيلَ,"And the Lord of Gabriel, Michael, and Israfil"
,وَرَبَّ مُحَمَّدٍ خَاتَمِ النَّبِيِّينَ,"And the Lord of Muhammad, the Seal of the Prophets"
,وَ آلِهِ الْمُنْتَجَبِينَ,And his chosen family
,وَمُنْزِلَ التَّوْرَاةِ وَالْإِنْجِيلِ,And the Revealer of the Torah and the Gospel
,وَالزَّبُورِ وَالْفُرْقَانِ,And the Psalms and the Criterion
,وَمُنَزِّلَ كهيعص وَ طٰهٰ وَ يٰس,And the Revealer of Kaf Ha Ya 'Ayn Sad and Ta Ha and Ya Sin
,وَالْقُرْآنِ الْحَكِيمِ,And the Wise Quran
,أَنْتَ كَهْفِيْ حِينَ تُعْيِينِيْ الْمَذَاهِبُ فِيْ سَعَتِهَا,You are my refuge when ways in their vastness weary me
,وَتَضِيقُ بِيَ الْأَرْضُ بِرُحْبِهَا,And the earth becomes narrow for me despite its breadth
,وَلَوْلَا رَحْمَتُكَ لَكُنْتُ مِنَ الْهَالِكِينَ,"And were it not for Your mercy, I would be among the perished"
,وَأَنْتَ مُقِيلُ عَثْرَتِيْ,And You are the Forgiver of my lapse
,وَلَوْلَا سَتْرُكَ إِيَّايَ لَكُنْتُ مِنَ الْمَفْضُوحِينَ,"And were it not for Your covering me, I would be among the disgraced"
,وَأَنْتَ مُؤَيِّدِيْ بِالنَّصْرِ عَلَى أَعْدَائِي,And You are my supporter with victory over my enemies
,وَلَوْلَا نَصْرُكَ إِيَّايَ لَكُنْتُ مِنَ الْمَغْلُوبِينَ,"And were it not for Your help to me, I would be among the defeated"
,يَا مَنْ خَصَّ نَفْسَهُ بِالسُّمُوِّ وَالرِّفْعَةِ,O He who has distinguished Himself with loftiness and elevation
,فَأَوْلِيَاؤُهُ بِعِزِّهِ يَعْتَزُّونَ,So His friends through His might find honor
,يَا مَنْ جَعَلَتْ لَهُ الْمُلُوكُ نِيرَ الْمَذَلَّةِ عَلَى أَعْنَاقِهِمْ,O He before whom kings place the yoke of humiliation on their necks
,فَهُمْ مِنْ سَطَوَاتِهِ خَائِفُونَ,For they are fearful of His assaults
,يَعْلَمُ خَائِنَةَ الْأَعْيُنِ وَمَا تُخْفِيْ الصُّدُوْرُ,He knows the treachery of the eyes and what the chests conceal
,وَغَيْبَ مَا تَأْتِيْ بِهِ الْأَزْمِنَةُ وَالدُّهُورُ,And the unseen of what times and ages will bring
,يَا مَنْ لَا يَعْلَمُ كَيْفَ هُوَ إِلَّا هُوَ,O He whom none knows how He is except Him
,يَا مَنْ لَا يَعْلَمُ مَا هُوَ إِلَّا هُوَ,O He whom none knows what He is except Him
,يَا مَنْ لَا يَعْلَمُهُ إِلَّا هُوَ,O He whom none knows Him except Him
,يَا مَنْ كَبَسَ الْأَرْضَ عَلَى الْمَاءِ,O He who pressed the earth upon the water
,وَسَدَّ الْهَوَاءَ بِالسَّمَاءِ,And blocked the air with the sky
,يَا مَنْ لَهُ أَكْرَمُ الْأَسْمَاءِ,O He who has the most noble names
,يَا ذَا الْمَعْرُوفِ الَّذِيْ لَا يَنْقَطِعُ أَبَدًا,O Possessor of favor which never ceases
,يَا مُقَيِّضَ الرَّكْبِ لِيُوسُفَ فِيْ الْبَلَدِ الْقَفْرِ,O He who appointed the caravan for Joseph in the barren land
,وَمُخْرِجَهُ مِنَ الْجُبِّ,And brought him out from the well
,وَجَاعِلَهُ بَعْدَ الْعُبُودِيَّةِ مَلِكًا,"And made him, after slavery, a king"
,يَا رَادَّهُ عَلَى يَعْقُوبَ,O He who returned him to Jacob
,بَعْدَ أَنِ ابْيَضَّتْ عَيْنَاهُ مِنَ الْحُزْنِ فَهُوَ كَظِيمٌ,After his eyes had become white with grief and he was suppressing his sorrow
,يَا كَاشِفَ الضُّرِّ وَالْبَلْوىٰ عَنْ أَيُّوبَ,O He who removed the distress and affliction from Job
,وَمُمْسِكَ يَدَيْ إِبْرَاهِيمَ عَنْ ذَبْحِ ابْنِهِ,And restrained the hands of Abraham from slaughtering his son
,بَعْدَ كِبَرِ سِنِّهِ وَفَنَاءِ عُمُرِهِ,After he had grown old and his life had passed
,يَا مَنِ اسْتَجَابَ لِزَكَرِيَّا,O He who answered Zachariah
,فَوَهَبَ لَهُ يَحْيىٰ,And granted him John
,وَلَمْ يَدَعْهُ فَرْدًا وَحِيدًا,And did not leave him alone and solitary
,يَا مَنْ أَخْرَجَ يُونُسَ مِنْ بَطْنِ الْحُوتِ,O He who brought forth Jonah from the belly of the whale
,يَا مَنْ فَلَقَ الْبَحْرَ لِبَنِيْ إِسْرَائِيلَ,O He who split the sea for the Children of Israel
,فَأَنْجَاهُمْ وَجَعَلَ فِرْعَوْنَ وَجُنُودَهُ مِنَ الْمُغْرَقِينَ,"And saved them, and made Pharaoh and his troops among the drowned"
,يَا مَنْ أَرْسَلَ الرِّيَاحَ مُبَشِّرَاتٍ بَيْنَ يَدَيْ رَحْمَتِهِ,O He who sent the winds as heralds in advance of His mercy
,يَا مَنْ لَمْ يَعْجَلْ عَلَى مَنْ عَصَاهُ مِنْ خَلْقِهِ,O He who does not hasten against those of His creation who disobey Him
,يَا مَنِ اسْتَنْقَذَ السَّحَرَةَ مِنْ بَعْدِ طُولِ الْجُحُودِ,O He who rescued the sorcerers after their long denial
,وَقَدْ غَدُوْا فِيْ نِعْمَتِهِ,While they had lived in His blessing
,يَأْكُلُونَ رِزْقَهُ وَيَعْبُدُوْنَ غَيْرَهُ,Eating His provision yet worshipping other than Him
,وَقَدْ حَادُّوهُ وَنَادُّوهُ,And they had opposed Him and defied Him
,وَكَذَّبُوْا رُسُلَهُ,And denied His messengers
,يَا اَللَّهُ يَا اَللَّهُ يَا بَدِىءُ,"O Allah, O Allah, O Beginner"
,يَا بَدِيعُ لَا نِدَّ لَكَ,"O Creator, You have no equal"
,يَا دَائِمًا لَا نَفَادَ لَكَ,"O Everlasting, You have no end"
,يَا حَيًّا حِينَ لَا حَيَّ,O Living when there was no living being
,يَا مُحْيِيَ الْمَوْتَى,O Reviver of the dead
,يَا مَنْ هُوَ قَائِمٌ عَلَى كُلِّ نَفْسٍ بِمَا كَسَبَتْ,O He who stands over every soul for what it has earned
,يَا مَنْ قَلَّ لَهُ شُكْرِيْ فَلَمْ يَحْرِمْنِيْ,"O He to whom my thanks were few, yet He did not deprive me"
,وَعَظُمَتْ خَطِيئَتِيْ فَلَمْ يَفْضَحْنِيْ,"And my errors were great, yet He did not expose me"
,وَرَأٰنِيْ عَلَى الْمَعَاصِيْ فَلَمْ يَشْهَرْنِيْ,"And He saw me upon disobedience, yet He did not disgrace me"
,يَا مَنْ حَفِظَنِيْ فِيْ صِغَرِيْ,O He who protected me in my childhood
,يَا مَنْ رَزَقَنِيْ فِيْ كِبَرِيْ,O He who provided for me in my old age
,يَا مَنْ أَيَادِيهِ عِنْدِيْ لَا تُحْصَى,O He whose favors toward me cannot be counted
,وَنِعَمُهُ لَا تُجَازَى,And whose blessings cannot be repaid
,يَا مَنْ عَارَضَنِيْ بِالْخَيْرِ وَالْإِحْسَانِ,O He who has met me with good and favor
,وَعَارَضْتُهُ بِالْإِسَاءَةِ وَالْعِصْيَانِ,While I have met Him with evil and disobedience
,يَا مَنْ هَدَانِيْ لِلْإِيمَانِ,O He who guided me to faith
,مِنْ قَبْلِ أَنْ أَعْرِفَ شُكْرَ الَامْتِنَانِ,Before I knew gratitude for His favor
,يَا مَنْ دَعَوْتُهُ مَرِيضًا فَشَفَانِيْ,O He whom I called when sick and He healed me
,وَعُرْيَانًا فَكَسَانِيْ,And when naked and He clothed me
,وَجَائِعًا فَأَشْبَعَنِيْ,And when hungry and He satisfied me
,وَعَطْشَانًا فَأَرْوَانِيْ,And when thirsty and He quenched me
,وَذَلِيلًا فَأَعَزَّنِيْ,And when humiliated and He honored me
,وَجَاهِلًا فَعَرَّفَنِيْ,And when ignorant and He taught me
,وَوَحِيدًا فَكَثَّرَنِيْ,And when alone and He multiplied me
,وَغَائِبًا فَرَدَّنِيْ,And when absent and He returned me
,وَمُقِلًّا فَأَغْنَانِيْ,And when poor and He enriched me
,وَمُنْتَصِرًا فَنَصَرَنِيْ,And when seeking victory and He helped me
,وَغَنِيًّا فَلَمْ يَسْلُبْنِيْ,And when rich and He did not deprive me
,وَأَمْسَكْتُ عَنْ جَمِيعِ ذٰلِكَ فَابْتَدَأَنِيْ,"And when I held back from all of that, He initiated it for me"
,فَلَكَ الْحَمْدُ وَالشُّكْرُ,So to You belong all praise and thanks
,يَا مَنْ أَقَالَ عَثْرَتِيْ,O He who pardoned my lapses
,وَنَفَّسَ كُرْبَتِيْ,And relieved my distress
,وَأَجَابَ دَعْوَتِيْ,And answered my prayer
,وَسَتَرَ عَوْرَتِيْ,And covered my faults
,وَغَفَرَ ذُنُوبِيْ,And forgave my sins
,وَبَلَّغَنِيْ طَلِبَتِيْ,And fulfilled my request
,وَنَصَرَنِيْ عَلَى عَدُوِّي,And helped me against my enemy
,وَإِنْ أَعُدَّ نِعَمَكَ وَمِنَنَكَ,And if I were to count Your blessings and favors
,وَكَرَائِمَ مِنَحِكَ لَا أُحْصِيهَا,"And Your generous gifts, I could not enumerate them"
,يَا مَوْلاَيَ أَنْتَ الَّذِيْ مَنَنْتَ,"O my Master, You are the One who bestowed"
,أَنْتَ الَّذِيْ أَنْعَمْتَ,You are the One who blessed
,أَنْتَ الَّذِيْ أَحْسَنْتَ,You are the One who did good
,أَنْتَ الَّذِيْ أَجْمَلْتَ,You are the One who was gracious
,أَنْتَ الَّذِيْ أَفْضَلْتَ,You are the One who excelled
,أَنْتَ الَّذِيْ أَكْمَلْتَ,You are the One who perfected
,أَنْتَ الَّذِيْ رَزَقْتَ,You are the One who provided
,أَنْتَ الَّذِيْ وَفَّقْتَ,You are the One who gave success
,أَنْتَ الَّذِيْ أَعْطَيْتَ,You are the One who gave
,أَنْتَ الَّذِيْ أَغْنَيْتَ,You are the One who enriched
,أَنْتَ الَّذِيْ أَقْنَيْتَ,You are the One who satisfied
,أَنْتَ الَّذِيْ آوَيْتَ,You are the One who sheltered
,أَنْتَ الَّذِيْ كَفَيْتَ,You are the One who sufficed
,أَنْتَ الَّذِيْ هَدَيْتَ,You are the One who guided
,أَنْتَ الَّذِيْ عَصَمْتَ,You are the One who protected
,أَنْتَ الَّذِيْ سَتَرْتَ,You are the One who covered
,أَنْتَ الَّذِيْ غَفَرْتَ,You are the One who forgave
,أَنْتَ الَّذِيْ أَقَلْتَ,You are the One who overlooked
,أَنْتَ الَّذِيْ مَكَّنْتَ,You are the One who established
,أَنْتَ الَّذِيْ أَعْزَزْتَ,You are the One who exalted
,أَنْتَ الَّذِيْ أَعَنْتَ,You are the One who helped
,أَنْتَ الَّذِيْ عَضَدْتَ,You are the One who supported
,أَنْتَ الَّذِيْ أَيَّدْتَ,You are the One who confirmed
,أَنْتَ الَّذِيْ نَصَرْتَ,You are the One who aided
,أَنْتَ الَّذِيْ شَفَيْتَ,You are the One who healed
,أَنْتَ الَّذِيْ عَافَيْتَ,You are the One who gave well-being
,أَنْتَ الَّذِيْ أَكْرَمْتَ,You are the One who honored
,تَبَارَكْتَ وَتَعَالَيْتَ,Blessed are You and Exalted
,فَلَكَ الْحَمْدُ دَائِمًا,So to You belongs praise perpetually
,وَلَكَ الشُّكْرُ وَاصِبًا أَبَدًا,And to You belongs thanks continuously and forever
,ثُمَّ أَنَا يَا إِلٰهِيَ الْمُعْتَرِفُ بِذُنُوبِيْ,"Then I, my God, am the one who acknowledges my sins"
,فَاغْفِرْهَا لِيْ,So forgive them for me
,أَنَا الَّذِيْ أَسَأْتُ,I am the one who did wrong
,أَنَا الَّذِيْ أَخْطَأْتُ,I am the one who made mistakes
,أَنَا الَّذِيْ هَمَمْتُ,I am the one who had evil intentions
,أَنَا الَّذِيْ جَهِلْتُ,I am the one who was ignorant
,أَنَا الَّذِيْ غَفَلْتُ,I am the one who was heedless
,أَنَا الَّذِيْ سَهَوْتُ,I am the one who was negligent
,أَنَا الَّذِيْ اعْتَمَدْتُ,I am the one who relied on other than You
,أَنَا الَّذِيْ تَعَمَّدْتُ,I am the one who deliberately disobeyed
,أَنَا الَّذِيْ وَعَدْتُ,I am the one who promised
,وَأَنَا الَّذِيْ أَخْلَفْتُ,And I am the one who failed to fulfill
,أَنَا الَّذِيْ نَكَثْتُ,I am the one who broke my pledge
,أَنَا الَّذِيْ أَقْرَرْتُ,I am the one who confessed
,أَنَا الَّذِيْ اعْتَرَفْتُ بِنِعْمَتِكَ عَلَيَّ وَعِنْدِيْ,I am the one who acknowledges Your blessings upon me and with me
,وَأَبُوءُ بِذُنُوبِيْ فَاغْفِرْهَا لِيْ,"And I acknowledge my sins, so forgive them for me"
,يَا مَنْ لَا تَضُرُّهُ ذُنُوبُ عِبَادِهِ,O He whom the sins of His servants do not harm
,وَهُوَ الْغَنِيُّ عَنْ طَاعَتِهِمْ,And who is independent of their obedience
,وَالْمُوَفِّقُ مَنْ عَمِلَ صَالِحًا مِنْهُمْ,And who grants success to those among them who work righteousness
,بِمَعُونَتِهِ وَرَحْمَتِهِ,By His help and His mercy
,فَلَكَ الْحَمْدُ إِلٰهِيْ وَسَيِّدِيْ,"So to You belongs all praise, my God and my Master"
,إِلٰهِيْ أَمَرْتَنِيْ فَعَصَيْتُكَ,"My God, You commanded me and I disobeyed You"
,وَنَهَيْتَنِيْ فَارْتَكَبْتُ نَهْيَكَ,And You forbade me and I committed what You forbade
,فَأَصْبَحْتُ لَا ذَا بَرَاءَةٍ لِيْ فَأَعْتَذِرُ,So I became such that I have no excuse to offer
,وَلَا ذَا قُوَّةٍ فَأَنْتَصِرُ,And no power to prevail
,فَبِأَيِّ شَيْءٍ أَسْتَقْبِلُكَ يَا مَوْلاَيَ,"So with what shall I face You, O my Master?"
,أَبِسَمْعِيْ أَمْ بِبَصَرِيْ,"With my hearing, or my sight"
,أَمْ بِلِسَانِيْ أَمْ بِيَدِيْ أَمْ بِرِجْلِيْ,"Or my tongue, or my hand, or my foot?"
,أَلَيْسَ كُلُّهَا نِعَمَكَ عِنْدِيْ,Are not all of these Your blessings upon me?
,وَبِكُلِّهَا عَصَيْتُكَ يَا مَوْلاَيَ,"And with all of them I have disobeyed You, O my Master"
,فَلَكَ الْحُجَّةُ وَالسَّبِيلُ عَلَيَّ,So Yours is the proof and the way against me
,يَا مَنْ سَتَرَنِيْ مِنَ الْآبَاءِ وَالْأُمَّهَاتِ أَنْ يَزْجُرُونِيْ,O He who has concealed me from fathers and mothers lest they drive me away
,وَمِنَ الْعَشَائِرِ وَالْإِخْوَانِ أَنْ يُعَيِّرُونِيْ,And from relatives and brothers lest they rebuke me
,وَمِنَ السَّلاطِينِ أَنْ يُعَاقِبُونِيْ,And from rulers lest they punish me
,وَلَوِ اطَّلَعُوْا يَا مَوْلاَيَ,"And had they seen, O my Master"
,عَلىٰ مَا اطَّلَعْتَ عَلَيْهِ مِنِّي,What You have seen from me
,إِذًا مَا أَنْظَرُونِيْ,They would not have given me respite
,وَلَرَفَضُونِيْ وَقَطَعُونِيْ,And would have abandoned me and cut me off
,فَهَا أَنَا ذَا يَا إِلٰهِيْ,"So here I am, my God"
,بَيْنَ يَدَيْكَ يَا سَيِّدِيْ,"Before You, O my Master"
,خَاضِعٌ ذَلِيلٌ,"Submissive, humbled"
,حَصِيرٌ حَقِيرٌ,"Constrained, contemptible"
,لَا ذُوْ بَرَاءَةٍ فَأَعْتَذِرُ,Possessing no excuse to offer
,وَلَا ذُوْ قُوَّةٍ فَأَنْتَصِرُ,And no power to prevail
,وَلَا حُجَّةٍ فَأَحْتَجَّ بِهَا,And no argument to present
,وَلَا قَائِلٌ لَمْ أَجْتَرِحْ وَلَمْ أَعْمَلْ سُوءًا,And not saying I have not sinned nor committed wrongs
,وَمَا عَسَى الْجُحُودُ وَلَوْ جَحَدْتُ يَا مَوْلاَيَ يَنْفَعُنِيْ,"And how could denial benefit me if I were to deny, O my Master?"
,كَيْفَ وَأَنَّىٰ ذٰلِكَ,How and in what way?
,وَجَوَارِحِيْ كُلُّهَا شَاهِدَةٌ عَلَيَّ بِمَا قَدْ عَمِلْتُ,When all my limbs are witnesses to what I have done
,وَعَلِمْتُ يَقِينًا غَيْرَ ذِيْ شَكٍّ,"And I know with certainty, beyond any doubt"
,أَنَّكَ سَائِلِيْ مِنْ عَظَائِمِ الْأُمُورِ,That You will question me about great matters
,وَأَنَّكَ الْحَكَمُ الْعَدْلُ الَّذِيْ لَا تَجُورُ,And that You are the Just Judge who does not wrong
,وَعَدْلُكَ مُهْلِكِيْ,And Your justice is my destruction
,وَمِنْ كُلِّ عَدْلِكَ مَهْرَبِيْ,And from every instance of Your justice is my escape
,فَإِنْ تُعَذِّبْنِيْ يَا إِلٰهِيْ,"So if You punish me, my God"
,فَبِذُنُوبِيْ بَعْدَ حُجَّتِكَ عَلَيَّ,It is for my sins after Your proof against me
,وَإِنْ تَعْفُ عَنِّي,And if You pardon me
,فَبِحِلْمِكَ وَجُودِكَ وَكَرَمِكَ,"It is by Your clemency, generosity, and kindness"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الظَّالِمِينَ,"Indeed, I have been among the wrongdoers"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الْمُسْتَغْفِرِينَ,"Indeed, I have been among those who seek forgiveness"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الْمُوَحِّدِيْنَ,"Indeed, I have been among those who profess Your Oneness"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الْخَائِفِينَ,"Indeed, I have been among the fearful"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الْوَجِلِينَ,"Indeed, I have been among the apprehensive"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الرَّاجِينَ,"Indeed, I have been among the hopeful"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الرَّاغِبِينَ,"Indeed, I have been among those who desire"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الْمُهَلِّلِينَ,"Indeed, I have been among those who say ""There is no god but Allah"""
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ السَّائِلِينَ,"Indeed, I have been among those who ask"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الْمُسَبِّحِينَ,"Indeed, I have been among those who glorify"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,إِنِّي كُنْتُ مِنَ الْمُكَبِّرِينَ,"Indeed, I have been among those who proclaim Your greatness"
,لَا إِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, glory be to You"
,رَبِّي وَرَبُّ آبَائِيَ الْأَوَّلِينَ,My Lord and the Lord of my forefathers
,اَللّٰهُمَّ هٰذَا ثَنَائِي عَلَيْكَ مُمَجِّدًا,"O Allah, this is my praise of You, glorifying You"
,وَإِخْلاَصِيْ لِذِكْرِكَ مُوَحِّدًا,"And my sincerity in remembering You, professing Your Oneness"
,وَإِقْرَارِيْ بِآلاَئِكَ مُعَدِّدًا,"And my acknowledgment of Your favors, enumerating them"
,وَإِنْ كُنْتُ مُقِرًّا أَنِّيْ لَمْ أُحْصِهَا,Even though I confess that I cannot enumerate them
,لِكَثْرَتِهَا وَسُبُوغِهَا,Due to their abundance and lavishness
,وَتَظَاهُرِهَا وَتَقَادُمِهَا إِلَى حَادِثٍ مَا,And their continuity and succession from the beginning of time
,لَمْ تَزَلْ تَتَعَهَّدُنِيْ بِهِ مَعَهَا,You have always cared for me with them
,مُنْذُ خَلَقْتَنِيْ وَبَرَأْتَنِيْ,Since You created me and brought me into being
,مِنْ أَوَّلِ الْعُمْرِ,From the beginning of my life
,مِنَ الْإِغْنَاءِ مِنَ الْفَقْرِ,With freedom from poverty
,وَكَشْفِ الضُّرِّ,And removal of hardship
,وَتَسْبِيبِ الْيُسْرِ,And providing ease
,وَدَفْعِ الْعُسْرِ,And repelling difficulty
,وَتَفْرِيجِ الْكَرْبِ,And relieving affliction
,وَالْعَافِيَةِ فِيْ الْبَدَنِ,And well-being in body
,وَالسَّلامَةِ فِيْ الدِّينِ,And soundness in religion
,وَلَوْ رَفَدَنِيْ عَلَى قَدْرِ ذِكْرِ نِعْمَتِكَ جَمِيعُ الْعَالَمِينَ,"And if all the world were to help me to the extent of Your remembrance's blessing, all creation could not do so"
,مِنَ الْأَوَّلِينَ وَالْآخِرِينَ,From the first to the last
,مَا قَدَرْتُ وَلَا هُمْ عَلَى ذٰلِكَ,Neither I nor they would be able to do that
,تَقَدَّسْتَ وَتَعَالَيْتَ,Holy are You and Exalted
,مِنْ رَبٍّ كَرِيمٍ عَظِيمٍ رَحِيمٍ,"A Generous, Magnificent, Merciful Lord"
,لَا تُحْصىٰ آلاَؤُكَ,Your favors cannot be enumerated
,وَلَا يُبْلَغُ ثَنَاؤُكَ,And Your praise cannot be achieved
,وَلَا تُكَافىٰ نَعْمَاؤُكَ,And Your blessings cannot be repaid
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Send blessings upon Muhammad and the family of Muhammad
,وَأَتْمِمْ عَلَيْنَا نِعَمَكَ,And complete upon us Your blessings
,وَأَسْعِدْنَا بِطَاعَتِكَ,And make us happy through obedience to You
,سُبْحَانَكَ لَا إِلٰهَ إِلَّا أَنْتَ,"Glory be to You, there is no god but You"
,اَللّٰهُمَّ إِنَّكَ تُجِيبُ الْمُضْطَرَّ,"O Allah, You answer the distressed one"
,وَتَكْشِفُ السُّوءَ,And remove evil
,وَتُغِيثُ الْمَكْرُوبَ,And help the troubled
,وَتَشْفِيْ السَّقِيمَ,And heal the sick
,وَتُغْنِيْ الْفَقِيرَ,And enrich the poor
,وَتَجْبُرُ الْكَسِيرَ,And mend the broken
,وَتَرْحَمُ الصَّغِيرَ,And have mercy on the young
,وَتُعِينُ الْكَبِيرَ,And help the old
,وَلَيْسَ دُونَكَ ظَهِيرٌ,And there is no supporter besides You
,وَلَا فَوْقَكَ قَدِيرٌ,And none above You in power
,وَأَنْتَ الْعَلِيُّ الْكَبِيرُ,"And You are the Most High, the Greatest"
,يَا مُطْلِقَ الْمُكَبَّلِ الْأَسِيرِ,O Liberator of the shackled prisoner
,يَا رَازِقَ الطِّفْلِ الصَّغِيرِ,O Provider for the small child
,يَا عِصْمَةَ الْخَائِفِ الْمُسْتَجِيرِ,O Protection of the fearful seeker of refuge
,يَا مَنْ لَا شَرِيكَ لَهُ وَلَا وَزِيرَ,O He who has no partner and no assistant
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Send blessings upon Muhammad and the family of Muhammad
,وَأَعْطِنِيْ فِيْ هٰذِهِ الْعَشِيَّةِ,And give me in this evening
,أَفْضَلَ مَا أَعْطَيْتَ وَأَنَلْتَ,The best of what You have given and bestowed
,أَحَدًا مِنْ عِبَادِكَ,Upon any of Your servants
,مِنْ نِعْمَةٍ تُولِيهَا,Of a blessing You grant
,وَ آلَاءٍ تُجَدِّدُهَا,And favors You renew
,وَبَلِيَّةٍ تَصْرِفُهَا,And a tribulation You avert
,وَكُرْبَةٍ تَكْشِفُهَا,And a distress You remove
,وَدَعْوَةٍ تَسْمَعُهَا,And a supplication You hear
,وَحَسَنَةٍ تَتَقَبَّلُهَا,And a good deed You accept
,وَسَيِّئَةٍ تَتَغَمَّدُهَا,And an evil deed You overlook
,إِنَّكَ لَطِيفٌ بِمَا تَشَاءُ خَبِيرٌ,"Indeed, You are Aware of what You will, All-Knowing"
,وَعَلىٰ كُلِّ شَيْءٍ قَدِيرٌ,And have power over all things
,اَللّٰهُمَّ إِنَّكَ أَقْرَبُ مَنْ دُعِيَ,"O Allah, You are the nearest of those who are called"
,وَأَسْرَعُ مَنْ أَجَابَ,And the quickest of those who answer
,وَأَكْرَمُ مَنْ عَفَا,And the most generous of those who pardon
,وَأَوْسَعُ مَنْ أَعْطىٰ,And the most liberal of those who give
,وَأَسْمَعُ مَنْ سُئِلَ,And the most hearing of those who are asked
,يَا رَحْمٰنَ الدُّنْيَا وَالْآخِرَةِ وَرَحِيمَهُمَا,O Most Merciful of this world and the Hereafter and their Compassionate One
,لَيْسَ كَمِثْلِكَ مَسْؤُولٌ,None like You is asked
,وَلَا سِوَاكَ مَأْمُولٌ,And none but You is hoped for
,دَعَوْتُكَ فَأَجَبْتَنِيْ,I called upon You and You answered me
,وَسَأَلْتُكَ فَأَعْطَيْتَنِيْ,And I asked You and You gave me
,وَرَغِبْتُ إِلَيْكَ فَرَحِمْتَنِيْ,And I desired You and You had mercy on me
,وَوَثِقْتُ بِكَ فَنَجَّيْتَنِيْ,And I trusted in You and You delivered me
,وَفَزِعْتُ إِلَيْكَ فَكَفَيْتَنِيْ,And I sought refuge in You and You sufficed me
,اَللّٰهُمَّ فَصَلِّ عَلَى مُحَمَّدٍ,"O Allah, send blessings upon Muhammad"
,عَبْدِكَ وَرَسُولِكَ وَنَبِيِّكَ,"Your servant, Your messenger, and Your prophet"
,وَعَلىٰ آلِهِ الطَّيِّبِينَ الطَّاهِرِينَ أَجْمَعِينَ,"And upon his pure and purified family, all of them"
,وَتَمِّمْ لَنَا نَعْمَاءَكَ,And complete for us Your blessings
,وَهَنِّئْنَا عَطَاءَكَ,And make us enjoy Your gifts
,وَاكْتُبْنَا لَكَ شَاكِرِينَ,And write us down as among the thankful to You
,وَلِآلاَئِكَ ذَاكِرِينَ,And the rememberers of Your favors
,آمِينَ آمِينَ رَبَّ الْعَالَمِينَ,"Amen, amen, O Lord of the worlds"
,اَللّٰهُمَّ يَا مَنْ مَلَكَ فَقَدَرَ,"O Allah, O He who owns and then controls"
,وَ قَدَرَ فَقَهَرَ,And controls and then subdues
,وَ عُصِيَ فَسَتَرَ,And is disobeyed yet covers
,وَاسْتُغْفِرَ فَغَفَرَ,"And is asked for forgiveness, so He forgives"
,يَا غَايَةَ الطَّالِبِينَ الرَّاغِبِينَ,O Goal of those who seek and desire
,وَ مُنْتَهَى أَمَلِ الرَّاجِينَ,And Ultimate Hope of those who hope
,يَا مَنْ أَحَاطَ بِكُلِّ شَيْءٍ عِلْمًا,O He who has encompassed everything in knowledge
,وَ وَسِعَ الْمُسْتَقِيلِينَ رَأْفَةً وَرَحْمَةً وَحِلْمًا,"And has shown the penitent kindness, mercy, and forbearance"
,اَللّٰهُمَّ إِنَّا نَتَوَجَّهُ إِلَيْكَ فِيْ هٰذِهِ الْعَشِيَّةِ,"O Allah, we turn to You in this evening"
,اَلَّتِيْ شَرَّفْتَهَا وَعَظَّمْتَهَا,Which You have honored and glorified
,بِمُحَمَّدٍ نَبِيِّكَ وَرَسُولِكَ,"Through Muhammad, Your prophet and messenger"
,وَ خِيَرَتِكَ مِنْ خَلْقِكَ,And Your chosen one from Your creation
,وَ أَمِينِكَ عَلَى وَحْيِكَ,And Your trustee over Your revelation
