Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,سُبْحَانَ ذِيْ الْعِزِّ الشَّامِخِ الْمُنِيفِ,Glory be to the Possessor of lofty and exalted might
,سُبْحَانَ ذِيْ الْجَلالِ الْبَاذِخِ الْعَظِيمِ,Glory be to the Possessor of sublime and magnificent majesty
,سُبْحَانَ ذِيْ الْمُلْكِ الْفَاخِرِ الْقَدِيمِ,Glory be to the Possessor of splendid and eternal kingdom
,سُبْحَانَ مَنْ يَرىٰ أَثَرَ النَّمْلَةِ فِيْ الصَّفَا,Glory be to He who sees the traces of an ant on solid rock
,سُبْحَانَ مَنْ يَرىٰ وَقْعَ الطَّيْرِ فِيْ الْهَوَاءِ,Glory be to He who sees the flight of birds in the air
,سُبْحَانَ مَنْ هُوَ هٰكَذَا وَلَا هٰكَذَا غَيْرُهُ,"Glory be to He who is thus, and none other is like Him"
