line id verse number,urdu transliteration text,english translation text
,"Yun utthe matame sarwar mein azadaar ke haathThe Azadaars of Imam Husain raise their hands in maatamEnglish Transliteration
@HujjatELC",
,"Yun uthe matame sarwar mein azadaar ke haathPehle takbeer utthe jaise ke deen daar ke haath
@HujjatELC","The Azadaars of Imam Husain raise their hands in maatam,
Just as the worshippers raise their hands in the Takbiratul Ihram (of salat)"
,"Jisne larte huwe abbas ko ranme dekhausko yaad aaye yadullah ki talwaar ke haath
Whoever saw Abbas fighting in the battlefield,
@HujjatELC",remembered the sword in Yadullah’s hands (Imam Ali a.s.)
,"Roke bacho ne kahaa ab na milega paanikat gaye nehr pe abbas alamdar ke haath
@HujjatELC","The children cried bitterly and said, now we will not get any water,
The hands of Abbas Alamdar have been severed at the River Furat"
,"Mere Asgher hai kahaan maa ne tadapker poochaaaye khali jo nazar sayyade abraar ke haath
When she saw the Imam’s hands empty
@HujjatELC","Where is my Asghar, the mother trembled and asked,"
,"Ghirne par unton se haatho ka sahaara kyalebhande ghardan se laeeone the beemar ke haath
@HujjatELC","How would Imam Sajjad (a.s.) use his hands when he fell from the camel,
The cursed people had tied his hands behind his neck"
,"Fatema aagyengi mehshar me shifaat keliyeLeke aaghosh me abbas alamdar ke haath
@HujjatELC","Sayyida Fatima (s.a.) will come to intercede on the Day of Judgement,
she will be carrying the hands of Abbas in her cloak"
