line id verse number,urdu transliteration text,english translation text
,"Ay Dilbaran-e-Jafar-e-Tayyar Alwida
Farewell, Oh beloved children of Jafar e Tayyar
Ay Dilbaran-e-Jafar-e-Tayyar Alwida",
,Binte Ali Ye Bachon Say Kehti Thi Baar Baar,The daughter of imam Ali AS kept telling her children...
,"Ran Ko Sidharo Aun-o-Muhammad Ye Maa Nisar
Go towards the battlefield as your mother's sacrifice",
,"Jafar Ka Iftekhar Bharana Jihad May
Make Jaffer e Tayyar proud while you fight",
,Nana Ki Apni Shan Dikhana Jihad May,Show the enemies your grandfather’s (Imam Ali AS) chivalry while you fight
,Shair-e-Khuda Ki Beti Kay Tum Dono Shair Ho,Both of you are the lions of the daughter of the Lion of God (Imam Ali AS)
,Maidan May Jawo Fatha Mai Ab Kuch Na Dair Ho,Rush to the battlefield and do not delay victory
,Bacho Zaeef Mamu Ko Zehmat Na Deejiyo,O my children! Please do not be a burden on your tired uncle ( Imam Hussain AS)
,Lashay Uthaaye Bhai To Jumbish Na Kijiyo,Stay still when my brother carries your bodies
,Pyaase Jo Aaoge To Sila Degi Tum Ko Maa,Your mother will reward you if you come back thirsty
,Khud Daud Kar Gallay Say Laga Legi Maa,Your mother will herself run and embrace you
