line id verse number,urdu transliteration text,english translation text
,"HAI JAAN AAB LABON PAR,BARCHI NA KHAINCHNA,","I am breathing my last, please do not pull out the spear (from my chest)"
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
,"BABA NAZAR KO PHAIRLO DAM TOOTNEY LAGA,","O Father, please look away from here as I breathe my last…"
,"BARCHI KAY PHAL SEY KHOON HAI DIL KA RUKAHOWA,",The blood from my heart is blocked by the spear
,"UBLEYGA KHOON ZAMEEN PAR,",A fountain of blood will spill to the ground…
,"BARCHI NA KHAINCHNA,",Please do not pull out the spear (from my chest)
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
,"MAINAY TUMHAIN BULAYA THA TAKEY MAIN KEHSAKON,",The only reason I called you here is so that I could tell you…
,"BILKUL NA GHAM KARO MEREY DIL KO HAI AB SUKOON,","Do no grieve, for my heart is at peace"
,"BETHEY RAHO YAHAN MAGAR,","Do sit with me here, but…"
,"BARCHI NA KHAINCHNA,",Please do not pull out the spear (from my chest)
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
,AMMA KO YE KHABAR NAHO MERE SINA LAGI,Do not inform mother that I was pierced by a spear
,GASH AAGAYA HAI BAS ZARA SHIDDAT THI PYAAS KI,Tell her that I just fainted due to extreme thirst
,ME AARAHAHU JAAO GHAR,"Go home, for I am coming but…"
,"BARCHI NA KHAINCHNA,",Please do not pull out the spear (from my chest)
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
,BOLE HUSSEIN BAAP KO BEHLA RAHE HE AAP,Hussain (A.S) said “I know you are trying to soothe your father…
,MALUM HAI KE YAHAAN SE KAHAAN JAARAHE HE AAP,For I know very well where you are going from here
,KEHTE HO MUU KO PHER KAR,Why do you turn your face away from me when you say…?
,"BARCHI NA KHAINCHNA,",Please do not pull out the spear (from my chest)
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
,"SANSAIN UKHAR RAHI HAIN TO MADHAM HAI NABZ BHI,",You are breathing your last and your pulse is about to stop
,"KARTEY HO AAH HAM KO HAI TAKEED SABAR KI,","While you sigh, I am trying to be patient"
,"KEHTEY HO THAM KE JIGAR,",You say this while placing your hand on your chest…
,"BARCHI NA KHAINCHNA,",Please do not pull out the spear (from my chest)
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
,"AKBAR PUKARE BAAP SE DILKO SAMBHALIE
Akbar requested his father to hold his heart",
,TUTI SINA KALEJE ME REHNE HI DIJIYE,"“Leave the spear in my chest, for if you don’t…"
,NIKLEGA SAATH ME JIGAR,My heart will come out with it”
,"BARCHI NA KHAINCHNA,",Please do not pull out the spear (from my chest)
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
,"MOLA NEY YA ALI KAHA DIL KO SAMBHAL KAR,
Mola (A.S) gathered courage and cried out “Ya Ali”",
,"PHIR KHUD HI LARKHARAGAYE BARCHI NIKAL KAR,",Then he got nervous after removing the spear
,"KEHTA RAHA JAWAN PISAR,
While his young son kept saying…",
,"BARCHI NA KHAINCHNA,",Please do not pull out the spear (from my chest)
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
,"REHAN SAATH BARCHI KEY DIL BHI NIKALPARA,",His heart came out along with the spear
,"KARTEY RAHEY HUSSAIN A.S BHI TADAIR MARSIA,
Hussain (A.S) kept lamenting uncontrollably",
,"MAA KEHTI AAI NANGEYSAR,",The mother ran from the tents saying…
,"BARCHI NA KHAINCHNA,",Please do not pull out the spear (from my chest)
,"BOLEY PADAR SEY AKBAR BARCHI NA KHAINCHNA,","Akbar requested his father, “Please do not pull out the spear (from my chest)”"
