line id verse number,urdu transliteration text,english translation text
,Masnade e gham bichayi jaati hai,The throne of sorrow is being prepared
,Bazme matam sajayi  jaati hai,The assembly place for Matam is being decorated
,"Ran ko akbar chale to maa ne kaha
Umr bhar ki kamayi jaati hai
losing her life savings",Aliakbar charges to the battlefield and mother says
,Masnade e gham bichayi jaati hai,The throne of sorrow is being prepared
,Masnade e gham bichayi jaati hai,The throne of sorrow is being prepared
,"Khoon may doobe hai yun ali akbar
Ali Akbar is drenched in blood
Jaise chadar udayi jaati hai
Like a shroud is spread over someone",
,Masnade e gham bichayi jaati hai,The throne of sorrow is being prepared
,"Kisko ghayre hue hai hai ahle haram
Kiski mannat badhayi jaati hai","Who are the Ahle-Haram surrounding
(and) whose vow are they trying to fulfill"
,Masnade e gham bichayi jaati hai,The throne of sorrow is being prepared
,Teer gardan pe khalo ay asghar,Who are the Ahle-Haram surrounding
,Pyas yun bhi bujhayi jaati hai,"Ali Asghar you receive the arrow on your neck, that can quench your thirst too"
,Masnade e gham bichayi jaati hai,The throne of sorrow is being prepared
,"Yaad aati hai ek nanhi lehad
A tiny grave comes to mind
Jab bhi shamma jalayi  jaati hai
whenever candles are lit",
,Masnade e gham bichayi jaati hai,The throne of sorrow is being prepared
