line id verse number,urdu transliteration text,english translation text
,"BAANU YE AABID (AS) KO BATLA RAHI HAI
Banu is telling Abid
Meri SAKINA (SA) Ko Neend Aa Rahi Hai",
,MERI SAKINA (SA) KO NEEND AA RAHI HAI,My Sakina is falling asleep
,"KEHDO HAWAAON SE AAHISTA AAYEIN
Tell the winds to blow softly",
,KEHDO PARINDON SE GHUL NA MACHAAYEIN,Tell the birds to lower their cries
,KEHDO ANDHERON SE WAAPAS NA JAYEIN,Tell the darkness not to revert
,"JAAGI HUWI CHAIN KUCH PAA RAHI HAI
The waking girl has found some peace",
,MERI SAKINA (SA) KO NEEND AA RAHI HAI,My Sakina is falling asleep
,SHAAYAD RASAN KI AZIYAT HUWI KAM,May be the tightness of the ropes has eased
,MADHAM KARO BIBIYON SHORE MAATAM,O ladies reduce the tone of the matam
,SAJJAD(AS) ZANJEER BOLE NA IS DAM,O Sajjad the chains have said
,SHAAYAD GHAMO KI GHARI JAA RAHI HAI,May be the time of sorrows has subsided
,MERI SAKINA (SA) KO NEEND AA RAHI HA,My Sakina is falling asleep
,YE SHAAME GHARIBAAN KI JAAGI HUWI HAI,She has been awake since Shame  Gharibaan
,TAMAACHON KE DAR SE NAHI SO SAKI HAI,She has not slept for fear of slaps
,ZARA PHIR GALE SE RASAN JO KHULI HAI,The slight loosening of the rope around her neck
,SUKUN SE JO AB SAANS LE PA RAHI HAI,Has caused her to breathe easier
,MERI SAKINA (SA) KO NEEND AA RAHI HAI,My Sakina is falling asleep
,MEIN KHUSH HUN KE SOYEGI MERI DULAARI,I am happy that my sweet girl will sleep now
,MEIN QURBAAN IS KE MEIN AB IS KE WAARI,May I be sacrificed for her
,BOHAT SEH CHUKI DUKH YE GHAZI (AS) KI PYAARI,The favourite of Abbas(Ghazi) has endured so much
,"MAGAR NABZ KUCH AUR BATLA RAHI HAI
But her weak pulse says something else",
,MERI SAKINA (SA) KO NEEND AA RAHI HAI,My Sakina is falling asleep
,"BANO YE AABID (AS) KO BATLA RAHI HAI
Bano is telling Abid",
,MERI SAKINA (SA) KO NEEND AA RAHI HAI,My Sakina is falling asleep
