line id verse number,urdu transliteration text,english translation text
,"Sulagti rait pay, sajday kee intiha dekhi On the hot burning sand, the most profound of all prostrations was witnessedEnglish Transliteration
@HujjatELC",
,"Sulagti rait pay, sajday kee intiha dekhi Rasan mai vaarisay tatheer, be rida dekhi
@HujjatELC","On the hot burning sand, the most profound of all prostrations was witnessed,
The inheritor of purity (Bibi Zainab) was seen tied in ropes, without her veil"
,"Yeh sajda wo hai kay jisnay, bachaya deen e KhudaAgar yeh sajda na hota, to kuch bee naa hotaIsee hee sajday mai bunyaad e, La Ila dekhi
@HujjatELC","This is the sajda that saved the religion of Islam,
All would have been lost, if it were not for this sajda,
This sajda was the foundation of tawhid"
,@HujjatELC,"Kataya sajday mai sar deen ki baqaa kay liyeNa taaj o takht ko dekha, na maal o dolat koFaqat Hussain (a.s) nay Allah ki razaa dekhi
Imam Hussain sacrificed his head in prostration to save the deen of Islam,
He was not concerned about power or wealth,
For him only the satisfaction of Allah was foremost"
,"Ajeeb waqt tha kay pathron kee baarish maiSinaa kee noak pay dekhaa, Qur’an kay naatiq koLabon pay surah e tatheer, kee sadaa dekhi
@HujjatELC","It was a strange sight, in the middle of stones being pelted,
A head on a spear was seen reciting the Qur’an,
The recitation of Surah Tatheer was heard from its lips"
,@HujjatELC,"Sajaad (a.s.) khoon naa rota, to aur kya kartaaGhayoor qaidee nai in khoon alood ankhon say Khari hazaron mai tafseer e Inama dekhi
What else would Sajjad have done except cry tears of blood,
The mortified prisoner saw with his bleeding eyes,
His aunt standing in front of thousands in the court of Yazid"
,"Uthaa kay laash kay tukray, rakhay imaamay parSaraapa jor kay Qasim (a.s.), ka ro paray Syed (a.s.)Hussain (a.s.) nay jo katay haath, be hinaa dekhi
@HujjatELC","Hussain collected all the pieces of Qassim’s body and placed them on his turban,
When Hussain saw the severed hands, he wept a lot,"
