line id verse number,urdu transliteration text,english translation text
,Ay ladle Hasan ke mehendi hai teri aayi,"Oh the beloved of Hasan, your mehendi has come"
,Arman bhare dil se hamsheer ne banayi,(The mehendi) that your sister has made with lots of hope and desire
,Ay ladle Hasan ke mehendi hai teri aayi,"Oh the beloved of Hasan, your mehendi has come"
,"Sakina said, Qasim has become a groom
Qaasam bane hai dulha kehne lagee Sakina",
,"Alas Sughra couldn’t see you like this
Afsos tumhe bhaiya Sughra na deikh paee",
,Ay ladle Hasan ke mehendi hai teri aayi,"Oh the beloved of Hasan, your mehendi has come"
,Mithi me mil raha tha ibne Hasan ka sehra,The son of Hasan’s sehra has been covered in dust
,"Picking up the pieces Sakina brings it to Zaynab
larya utha Sakina Zaynab ke paas layi",
,Ay ladle Hasan ke mehendi hai teri aayi,"Oh the beloved of Hasan, your mehendi has come"
,Paamal ho rahi Shabbar teri nishani,That which was a reminder of Shabbar(I.Hasan) is being trampled
,Qasim ki laash kaise Shabbir ne uthayi,How did Shabbir (I.Husayn) lift the body of Qasim
,Ay ladle Hasan ke mehendi hai teri aayi,"Oh the beloved of Hasan, your mehendi has come"
