line id verse number,urdu transliteration text,english translation text
,"Faras Ki Zeen Se Beshak Utar Gaye Hai Husain(a.S)
Hussein has definitely come off the horse's saddle",
,,"Zameen Dhoondh Rahi Hai Kidhar Gaye Hai Husan(a.S)
But the ground is looking for Hussain."
,Hussein has definitely come off the horse's saddle,Faras Ki Zen Se Beshak Utargaye Hai Husain(a.S)
,Karega Shimr Ka Khanjar To Sirf Sar Ko Juda,Shimars dagger will only separate the head from His body
,Wagar Na Laashae Akbar Pe Margaye Hai Husain(a.S),But Hussain has actually died(spiritually) near the body of Hz Aliakber.
,Sare Burida Kate Hot Khoon Chehre Par,"His head is severed, his lips torn and there is blood on his face"
,,"Ajeeb Haal Me Shiri Ke Ghar Aye Hai Husain(a.S)
What a strange way to go to the house of Sheerin, oh Hussain"
,Mai Milne Shaam Ke Zindaa Me Aaunga Tujhse,I will come to meet you in the prison of Shaam
,,"Ye Baat Aakhri Beti Se Kargaye Hai Husain(a.S)
These were the last words to his daughter from Hussain"
,"Kahi Hai Qasimo Abbas Aur Kahi Akbar
Qasim is at one place, Abbas at another and Akbar somewhere else",
,Hussain’s pieces are scattered everywhere,Kaha Kaha Tere Tukde Pade Hue Hai Husain(a.S)
,Qaza Ke Baad Bhi Bhai Behen Ke Saath Raha,Even after his death the brother and sister stayed together
,"Jidhar Jidhar Gayi Zainab Udhar Gaye Hai Husain(a.S)
Wherever Zainab went, Hussain went too.",
,Kisi Ne Maara Hai Pathhar Behen Ke Kya Akbar,"Somebody hit a stone on his sister, oh Akbar"
,Ke Karte Karte Tilawat Thahar Gaye Hai Husain,That’s why Hussain has suddenly stopped reciting the Quran
