line id verse number,urdu transliteration text,english translation text
,,"O NOBLE KHADIJA OF THE PROPHET’S HOUSE - NOBODY DECORATED IT LIKE YOU !!
THE SHADOW OF HIS MERCY BE ON YOUR HEAD – THE KING OF KINGS WHO HIMSELF
DOES NOT HAVE  A SHADOW."
,YOURS !,"THE KING OF PROPHETS BECAME YOUR HUSBAND – AND MUSHKIL KUSHA (IMAM ALI)
BECAME YOUR DAMAD.  (SON IN LAW)
ALL YOUR CHILDREN BECAME GUIDES AND LEADERS – NOBODY HAS A FAMILY LIKE"
,,"YOUR NATURE AND RESPECT CAME TOGETHER – AND YOU BECAME THE MARYAM OF
YOUR TIME
WHEN YOU BECAME THE MOTHER OF ZAHRA (BIBI FATEMA) – WHICH FLOWER DID NOT
CARRY A SMILE?"
,NIGHT,"ISLAM  CONTINUED TO GROW IN YOUR HOUSE – CONFIDENTLY  PROGRESSING DAY AND
WHAT DOES IT MATTER IF THE WORLD FORGETS YOU?
YOUR LORD  WILL NOT FORGET YOUR EHSAN (YOUR CONTRIBUTION TOWARDS ISLAM)"
,,"O NOBLE KHADIJA OF THE PROPHET’S HOUSE - NOBODY DECORATED IT LIKE YOU !!
THE SHADOW OF HIS MERCY BE ON YOUR HEAD – THE KING OF KINGS WHO HIMSELF
DOES NOT HAVE  A SHADOW."
