line id verse number,urdu transliteration text,english translation text
,"با فغان گفتا زينب محزون
Ba fughan gufta Zainab-e mahzun
Zainab, the heartbroken, cried out
@HujjatELC",
,"بر سر نعش شاه شهيدان
Bar sar-e na’sh-e Shah-e Shahidaan
@HujjatELC",at the side of the slain King of Martyrs
,"خواهم روم بر سوي شام أي برادر جان
Khwaham rawam bar suye Sham, ay biradar jaan
I am going towards Sham, O dear Brother
@HujjatELC",
,"با فغان گفتا كلثوم أفكار
Ba fughan gufta Kulthum-e afkaar
Kulthum, the insightful, cried ou
@HujjatELC",
,"بر سر نعش مير علمدار
Bar sar-e na’sh-e Meer-e Alamdar
@HujjatELC","at the side of the slain Lord, the Standard-bearer"
,"برادر من آه وواويلا تاج سر من آه وواويلا خاك بر سر من
Biradar-e man, ah wawaila! Taj-e sar-e man, ah wawaila! Khak bar sar-e man,
@HujjatELC","O my Brother, woeful farewell! O crown of my head, woeful farewell! I am ruined!"
,"با فغان گفتا ليلا با أكبر
Ba fughan gufta Layla ba Akbar
Layla cried out to Akbar
@HujjatELC",
,"كي نوجوانم شبه پيمبر
Kai nawjawaanam shabeeh-e Payambar?
@HujjatELC","Where is my young son, the image of the Messenger?"
,"أي أكبر من آه وواويلا تاج سر من آه وواويلا  خاك بر سر من
Ay Akbar-e man, ah wawaila! Taj-e sar-e man, ah wawaila! Khak bar sar-e man,
@HujjatELC","O my Akbar, woeful farewell! O crown of my head, woeful farewell! I am ruined!"
,"بر من نظر كن ترك سفر كن
Bar man naz kun, tark safar kun
@HujjatELC","Look at me, abandon your journey"
,"از شعله آه من حذر كن
Az sho’le-ye aah-e man hadhr kun,
@HujjatELC",Be mindful of my cries of burning sorrow
,"آرام جانم آه وواويلا روح روانم آه وواويلا شمع مزارم
Aaram-ejanam, ah wawaila! Ruh o rawaanam, ah wawaila! Sham’-e mazaaram.
@HujjatELC","O consoler of my heart, woeful farewell! O (occupier of) my heart and mind, woeful farewell!! O candle on my grave."
,"با فغان گفتا زينب محزون
Ba fughan gufta Zainab-e mahzun
Zainab, the heartbroken, cried out
@HujjatELC",
,"بر سر لاش شاه مظلومان
Bar sar-e laash-e Shah-e Mazlumaan
@HujjatELC",at the side of the slain King of the Oppressed
