line id verse number,urdu transliteration text,english translation text
,"@HujjatELC
The luminous moon lighting my way","The rising sun that brightens my day
Heaven without you would be in flames
You're the heaven of Karbala"
,"@HujjatELC
Enemies will never understand","Your visitors offer you their hands
How can the water lose to the sand
How can the thirst win in Karbala"
,"@HujjatELC
Wai. Heaven is opening ya Hussain
Wai. Angels descending ya Hussain",Wai. They are reciting in karbala
,"@HujjatELC
Elevated in Karbal","The hand of god that nurturers the young
Speaking for Allah you are the tongue
Separating his right from the wrong"
,@HujjatELC,"The ship that sails swiftly through the waves
And whoever boards your ship is saved
Immune from the punishment of the grave
Whoever mourned you in Karbala"
,@HujjatELC,"When. When will we meet again ya Hussain
When. Under your done will I grieve aaAqagain
From. Najaf will I walk to Karbala"
