line id verse number,urdu transliteration text,english translation text
,"Jaa raha hoon, Jaa raha hoon Kerbala ay Nanajaan","I am going, I am going to Karbala Oh my dear Grandfather (SAW)"
,Maut mujhko lay chali hay Kerbala ay Nanajaan,"My death has called me to Kerbala, Oh my dear Grandfather (SAW)"
,Chor ker apna watan hota hoon may ab bay watan,"I am deserting my homeland, to go an unknown place"
,"Amma Zehra ka ujarta, dekhta hoon may chaman",I will see my mother Zahra (AS)’s family being slaughtered (mercilessly)
,"Jaa raha hoon, Jaa raha hoon Kerbala ay Nanajaan","I am going, I am going to Karbala Oh my dear Grandfather (SAW)"
,"Jaata hoon bachon ko lay ker, Kerbala ay Nanajaan","I am leaving for Kerbala with my children, Oh my dear Grandfather (SAW)"
,Maut mujhko lay chali hay Kerbala ay Nanajaan,"My death has called me to Kerbala, Oh my dear Grandfather (SAW)"
,"Dil kay tukray saath hain, garmi ka mausam may safar",My beloved family and friends are accompanying me and I am travelling in the heat of summer
,"Kehti hay Zainab key bhayya, kyu dharakta hay jigar",Zainab is asking me why her heart is not at ease
,Chotey chotey bacchon kahai kafla ay Nanajaan,"The caravan consists of many children and infants, Oh my dear Grandfather (SAW)"
,"Jaata hoon bachon ko lay ker, Kerbala ay Nanajaan","I am leaving for Kerbala with my children, Oh my dear Grandfather (SAW)"
,Maut mujhko lay chali hay Kerbala ay Nanajaan,"My death has called me to Kerbala, Oh my dear Grandfather (SAW)"
,Waadae tifli adaa kernay ka din ab aagaya,It is time for me to fulfill the promise I had made in my childhood
,Apna sar khanjar taley rakhnay ka din ab aagaya,It is time for my head to be butchered with a knife
,Sabr ka tum dijiyo mujhko dua ay Nanajaan,"Please pray that I remain patient, Oh my dear Grandfather (SAW)"
,"Jaata hoon bachon ko lay ker, Kerbala ay Nanajaan","I am leaving for Kerbala with my children, Oh my dear Grandfather (SAW)"
,Maut mujhko lay chali hay Kerbala ay Nanajaan,"My death has called me to Kerbala, Oh my dear Grandfather (SAW)"
,"Aag say khaimay jaley, mehshar may ummat na jalay","Let the fire burn our tents, but your followers (ummah) should not be burnt on the day of Judgment"
,Pyaas say tarpu may na ummat kabhi pyasi rahay,Let me suffer from the pangs of thirst but your followers should never stay thirsty
,Hashr may unpay aba ka kijo saya Nanajaan,"On the day of Judgment, please offer shade to your followers, Oh my dear Grandfather (SAW)"
,"Jaata hoon bachon ko lay ker, Kerbala ay Nanajaan","I am leaving for Kerbala with my children, Oh my dear Grandfather (SAW)"
,Maut mujhko lay chali hay Kerbala ay Nanajaan,"My death has called me to Kerbala, Oh my dear Grandfather (SAW)"
,"Pyaas say tarpay meray, bachay na tarpay dill mera","When my children cry out of thirst, may I remain strong"
,"Jab phattey Akbar ka sina, doo may qatil ko dua","When Ali Akber’s (AS) chest is pierced, may I have the strength to pray for his murderer"
,"Imtehaan bhi sakht hoga, imtehaan ay Nanajaan","This is going to be a very tough test for me, Oh my dear Grandfather (SAW)"
,"Jaata hoon bachon ko lay ker, Kerbala ay Nanajaan","I am leaving for Kerbala with my children, Oh my dear Grandfather (SAW)"
,Maut mujhko lay chali hay Kerbala ay Nanajaan,"My death has called me to Kerbala, Oh my dear Grandfather (SAW)"
,"Jab churi mujh par phiray, Alhamdulillah may kahoon","When I am being slaughtered, may I praise and thank Allah"
,"Teer say Asghar chide, Alhamdulillah may kahoon","When Ali Asghar (AS) is hit by an arrow, may I praise and thank Allah"
,"May na rowu, jabkay rowe asmaan ay Nanajaan","Pray that I shouldn’t cry even though the sky will weep (over my atrocities), Oh my dear Grandfather (SAW)"
,"Jaata hoon bachon ko lay ker, Kerbala ay Nanajaan","I am leaving for Kerbala with my children, Oh my dear Grandfather (SAW)"
,Maut mujhko lay chali hay Kerbala ay Nanajaan,"My death has called me to Kerbala, Oh my dear Grandfather (SAW)"
,Jab tamachay khaye gi baali Sakina roengi,"When my dear Sakina (AS) will be slapped, she will cry"
,Aakay laashay per meray kurta jala dikhlaengi,She will come to my corpse and show me her burnt clothes
,Tarpay na uss waqt bhi laasha mera ay Nanajaan,"May my corpse not tremble at that time, Oh my dear Grandfather (SAW)"
,"Jaata hoon bachon ko lay ker, Kerbala ay Nanajaan","I am leaving for Kerbala with my children, Oh my dear Grandfather (SAW)"
,Maut mujhko lay chali hay Kerbala ay Nanajaan,"My death has called me to Kerbala, Oh my dear Grandfather (SAW)"
