line id verse number,urdu transliteration text,english translation text
,"Zainab only has misery aheadZainab only has misery ahead
Ghabraye Gi Zainab, Ghabraey Gi Zainab
The Trials of Zainab sa",
,Bhaiya tumhain ghar ja ke Kahan paey gi Zainab,"Dear brother, when I return home, Where will I find you?"
,"Zainab only has misery aheadZainab only has misery ahead
Ghabraye Gi Zainab, Ghabraey Gi Zainab",
,Kaisa ye bhara ghar hua barbad Ilahi Kya aai tabahi,"How brutally was this House (of The Prophet), that was once so full of life, destroyed, My God? What devastation was brought onto it"
,"Now, Zainab will never see this House fully inhabited
Ab iss ko na abaad Kabhi paey gi Zainab",
,"Zainab only has misery aheadZainab only has misery ahead
Ghabraye Gi Zainab, Ghabraey Gi Zainab",
,"Ghar Ja ke kisay dekhe gi Qasim hain na Abbas, Akbar se bhi hai aas","When She returns home, who will she see there? Neither Qasim nor Abbas. She knows it's the same for Akbar (AS)"
,"Apne Ali Asghar ko Kahan paey hi Zainab
The Trials of Zainab sa",Where will she find Her Ali Asghar?
,"Zainab only has misery aheadZainab only has misery ahead
Ghabraye Gi Zainab, Ghabraey Gi Zainab
The Trials of Zainab sa",
,"Phat jaey ga bas dekh ke hi ghar ko kaleja Yaad aaoge bhaiya
The Trials of Zainab sa","My Heart will break just looking at our house,  I will remember you my brother"
,Dil dhoonde ga tum ko To kahan paey gi Zainab,"When my heart looks for you, Where will it find you?"
,"Zainab only has misery aheadZainab only has misery ahead
Ghabraye Gi Zainab, Ghabraey Gi Zainab
The Trials of Zainab sa",
,"Be parda hui Qaid bhi khahar ne uthhai Aur maut na aai
The Trials of Zainab sa","Zainab's hijab was snatched, she was imprisoned yet still death has not come to her"
,"Kya jaaniye kya kya abhi Dukh paey gi Zainab
The Trials of Zainab sa",Who knows what other Hardships Zainab is yet to face
,"Zainab only has misery aheadZainab only has misery ahead
Ghabraye Gi Zainab, Ghabraey Gi Zainab
The Trials of Zainab sa",
,"Bhaiya tumhain ghar ja ke Kahan paey gi Zainab
The Trials of Zainab sa","Dear brother, when I return home, Where will I find you?"
,"Zainab only has misery aheadZainab only has misery ahead
Ghabraye Gi Zainab, Ghabraey Gi Zainab",
