line id verse number,urdu transliteration text,english translation text
,"Pardes me gar lutwaake, par tera din bachaake","I have lost my household in a foreign land, but saving your religion…"
,"Me shaam chali nana
I am going to Shaam (Damascus)",
,"Shaam chali,Mai shaam chali","I am going to Shaam,
I am going to Shaam"
,"Be goro kafan bhayi hai mera, asbab luta hai gar bhi jalaa",My brother is without a shroud – our belongings were looted and our tents were burnt
,"so teer ghamo ka kha ke, ankho se khun bahaa ke",It is as if I have been pierced by hundreds of arrows – I am shedding tears of blood…
,"Shaam chali,Mai shaam chali","I am going to Shaam,
I am going to Shaam"
,"Bhayi ka gala kat te dekha, kasim ka badan pamaal
I saw my brother’s neck being slit, and also Qasim’s body being trampled",
,"akber ka dard utha ke, hatho me rasan bandh waake,","Carrying the grief of Ali Akbar, with hands tied in ropes"
,"Shaam chali,Mai shaam chali","I am going to Shaam,
I am going to Shaam"
,"Ghazi ke baad me ghazi hu, me nade ali dohraati hu","After the martyrdom of warrior (Abbas), I am the warrior of the caravan, reciting Naadi Ali"
,"khutbo ki teg chalaake, ghazi ka alam lehraake,",I am attacking them with my sermons and waving the flag of Abbas
,"Shaam chali,Mai shaam chali","I am going to Shaam,
I am going to Shaam"
