line id verse number,urdu transliteration text,english translation text
,Pamaal Sumay Aspa Ay Chaak Badan Qasim,"Crushed under the hooves of horses, Oh trampled body of Qasim (AS)"
,Marne Ke Liye Tu Ne Jab Izn Nahi Paaya,When you did not receive permission to die
,Khidmat May Shah E Deen Ki Khat Baap Ka Pohnchaya,You brought the letter of your father (Imam Hassan) to Imam Hussain (AS)
,"Phir Ashk-E-Musalsal Thay Aur Shah Ka Chehra Tha (x2)
Then Imam Hussain (AS) cried profusely",
,Yaad Aagaye Kuch Payma Ay Chaak Badan Qasim,"He remembered his brother, Oh trampled body of Qasim (AS)"
,Pamaal Sumay Aspa Ay Chaak Badan Qasim,"Crushed under the hooves of horses, Oh trampled body of Qasim (AS)"
,Maidaan Se Jaise Hi Awaaz Teri Aayi,As soon as you cried out from the battlefield
,"Faujo Ki Taraf Jhapttay Abbas Bhi Sarwar Bhi
Hazrat Abbas and Imam Hussain (AS) attacked the enemies bravely",
,Bhagdar Jo Machi Ran May Har Samt Qayamat Thi (x2),"There was chaos all around, as if the day of Judgement had arrived"
,Phir Ruk Na Saka Toofan Ay Chaak Badan Qasim,"Then the storm couldn’t stop, Oh trampled body of Qasim (AS)"
,Pamaal Sumay Aspa Ay Chaak Badan Qasim,"Crushed under the hooves of horses, Oh trampled body of Qasim (AS)"
,Khaimo May Qayamat Hai Kubra Pay Falak Toota,"There is mayhem in the tents, as though the sky has fallen on earth"
,Ronay Ki Sadaayen Hai Maadar Ko Hua Sadma,Everyone is crying and your mother (Umme Farwa) is in deep shock
,"No Shah Ko Chaadar May Laatay Hai Shah-E-Waala (x2)
When Imam Hussain (AS) brings Hazrat Qasim’s body pieces to the tent",
,Ab Hogaya Ghar Veeran Ay Chaak Badan Qasim,"Now the house has become deserted, Oh trampled body of Qasim (AS)"
,Pamaal Sumay Aspa Ay Chaak Badan Qasim,"Crushed under the hooves of horses, Oh trampled body of Qasim (AS)"
,Sandal Hai Na Gehnay Hai Ubtan Hai Na Mehndi Hai,"There is no Jewellery, nor any Mehndi…"
,Is Tarha Ki Shaadi Bhi Logo Kahin Hoti Hai,Have you ever witnessed a wedding of this type?
,Maqtal May Hain Baarati Har Samt Udasi Hai (x2),The groom is in the battlefield and there is grief all around
,Aur Khaak Basar Hai Maa Ay Chaak Badan Qasim,"And the mother (Umme Farwa) is on the ground, Oh trampled body of Qasim (AS)"
,"Pamaal Sumay Aspa Ay Chaak Badan
Qasim","Crushed under the hooves of horses, Oh trampled body of Qasim (AS)"
,,". Kuch Deyr May Dulhan Ke Haathon May Rasan Hogi
In a few moments, the bride will have her hands tied in ropes"
,"Toote Huwe Khaabo Ki Ankhon May
Chuban Hogi",Her dreams will be shattered completely
,"Tay Hoga Safar Tanha Kya Dil Pe
Thakan Hogi",She will complete the journey alone…what a strain to her heart?
,"Mitti May Milay Armaan Ay Chaak Badan
Qasim","Her hopes have been crushed, Oh trampled body of Qasim (AS)"
,"Pamaal Sumay Aspa Ay Chaak Badan
Qasim
trampled body of Qasim (AS)","Crushed under the hooves of horses, Oh"
,"Sab Farsh-E-Aza Par Hai
Taqreeb-E-Uroos Mai
gathering of Imam Hussain",Everyone who is attending the
,"Soghaat Hai Matam Ki Ashko Ki
Rawani Mai
Everyone is doing Matam and crying profusely",
,"Taa Hashr Hai Gham Shaahid Is
Majlis-E-Shaadi May",This grief will last till the day of Judgement
,"Gham Khwar Hain Sab Giryaa Ay
Chaak Badan Qasim","Everyone is distressed and sorrowful,
Oh trampled body of Qasim (AS)"
