line id verse number,urdu transliteration text,english translation text
,@HujjatELC,"TEDA SEENA NAHI LABDA, BABA MEH RUL GAYAH I CANNOT FIND YOUR CHEST, O FATHER! I AM RUINED English Transliteration"
,"TEDA SEENA NAHI LABDA, BABA MEH RUL GAYAH
@HujjatELC","I CANNOT FIND YOUR CHEST,
O FATHER! I AM RUINED"
,"ENJH LATEH HOY DUR MEDE TEKOO RONA BHUL GAYAH
@HujjatELC","MY EARINGS WERE PULLED SO FORCEFULLY,
I FORGOT TO CRY FOR YOU"
,"BABA MENKOO SHAAM KE LOKA NEH TEDE BAAD  KANEEZI WICH MANGIYA, MEH GAIRAT SYEDA DI, OH WELE MARGAY AH
@HujjatELC","After you O father! the people of Shaam wanted me as their slave,
I am the dignity of the Ahlulbayt (a.s),
I felt as though I have died"
,"JADAN GAL TENDE  ZARBA CHALIYA MEH KOL KOLOH KE DEHNNDI RAY , NAYI MILIYA SAR TEDA, TARLE KARDI RAY AH
@HujjatELC","When your neck was being severed,
I was standing nearby watching,
I did not find your head,
Even though I was begging for it"
,"JADAN WAKHRI QAID DA HUQAM HOYA, MEKOO KALEYA TANG ZINDAAN DEH WICH,   INJH RONDI MEH TUREE AH , OH QAIDEN MEH RULGAY AH
The order came to put me into solitary confinement,
@HujjatELC","I was left alone in a prison,
I left the world crying for you"
,"DITHA PEHLA PURSA MAQTAL WICH MEKOO SHIMR LAIEEN YATEEMI DA, INJH ZALIM HATH CHAYA,  OH MEH KHAAKH TEH JHAN PAYA
@HujjatELC","The first time I mourned for you in the battlefield,
Accursed Shimr laid his hand on me in such a way that I fell to the ground"
