line id verse number,arabic text,english translation text
,"HAAYE ASGHAR, HAAY HAAY ASGHAR",WOE! ASGHAR; WOE! ASGHAR
,MAA KEHTI THI ASGHAR MERE GHAR LAWT KE AANA,"THE MOTHER WOULD SAY, 'MY ASGHAR, DO RETURN HOME'"
,"ROYI HU BHARE GHAR KO, MUJE TUM NA RULAANA",I HAVE WEPT IN FRONT OF THE WHOLE HOUSEHOLD; DO NOT MAKE ME CRY
,"TU BOL NAHI SAKTA HAI, KYA MANGEGA PAANI",YOU CANNOT EVEN SPEAK; HOW WILL YOU SEEK WATER?
,"AY NEHR MERE LAAL KO, TU PAANI PILAANA",O RIVER! GIVE MY BELOVED A DRINK OF WATER
,"TALWAAR UTHA SAKTE NAHI, TUM MERE BETA","YOU CANNOT CARRY A SWORD, MY SON"
,TUM TEER-E-TABASSUM HI KO HATHYAAR BANAANA,LET YOUR WEAPON BE THE ARROW OF YOUR SMILE
,MAYDAN ME BARSAAT HAI TEERO(N) KI MERI JAAN,"ARROWS ARE RAINING IN THE BATTLEFIELD, MY LOVE!"
,"AY LAAL MERE TEERO(N) SE, TUM KHUD KO BACHANA",O MY BELOVED! SAVE YOURSELF FROM ARROWS
,AAH NAD-E-ALI DAM KAROO(N) GARDAN PE TERI MEI,"COME, LET ME RECITE NAD-E-ALI UPON YOUR NECK"
,"HAI RADDE BALAA KE LIYE, NUSKHA YE PURAANA",FOR THIS IS AN OLD PRESCRIPTION FOR TURNING AWAY CALAMITIES
,SUNTI HU(N) LAGAA TEER GALE PAR TERE BETA,"I HAVE HEARD THAT AN ARROW STRUCK YOUR NECK, MY SON!"
,"YE ZAKHME GULOO KHULD MEI, DAADA KO DIKHANA","IN PARADISE, SHOW YOUR GRANDFATHER THIS WOUND OF YOUR NECK"
,MALOOM THA MUJHKO KE TUMHE PYAAS HAI KAYSI,I KNEW HOW INTENSELY THIRSTY YOU WERE
,"MARNE KE LIYE PAANI KA, KARTE THE BAHAANA",WATER WAS AN EXCUSE FOR YOU TO FIND DEATH
,'REHAN' DUA KARTA HU(N) NOHAY KE SILE ME,"REHAN, I PRAY THAT AS A REWARD FOR THIS ELEGY"
,"'SHABBIR' KA SHAAIR HI, KAHE MUJHKO ZAMANA",I BE KNOWN IN THIS WORLD AS THE ‘POET OF SHABBIR’
