line id verse number,arabic text,english translation text
,LUTI KIN FIZAON MAY AALE PAYAMBAR\nNA MAI KEH SAKOONGA NA TUM SUN SAKOGE,"IN WHAT SURROUNDINGS WAS THE PROGENY OF THE PROPHET DESTROYED?\nNEITHER CAN I DESCRIBE, NOR CAN YOU HEAR"
,HUA KAISE KHAALI ALI KA BHARA GHAR\nNA MAI KEH SAKOONGA NA TUM SUN SAKOGE,"HOW WAS ALI’S BUSTLING HOME EMPTIED?\nNEITHER CAN I DESCRIBE, NOR CAN YOU HEAR"
,LAGI DIL PE BARCHI JIGAR MOO KO AAYA\nSADA AAYI MAQTAL SE BABA KAHAN HO\nCHALE KIS KA LAASHA UTHANE KO SARWAR,"A LANCE PIERCED HIS HEART, HE WRITHED AGONY\nA VOICE AROSE FROM THE SLAUGHTERING FIELDS, FATHER WHERE ARE YOU?\nWHOSE CORPSE HAS SARWAR GONE TO RETRIEVE?"
,NA MAI KEH SAKOONGA NA TUM SUN SAKOGE,"NEITHER CAN I DESCRIBE, NOR CAN YOU HEAR"
,BADA SHIMR KHANJAR LIYE KISKI JAANIB\nPUKAARA THA MAQTAL SE KIS NE ALI KO\nNAZAR AAYA SAR KISKA NOKE SINA PAR,TOWARDS WHOM DID SHIMR ADVANCE WITH A DAGGER?\nWHO HAD CALLED UPON ALI FROM THE SLAUGHTERING FIELDS?\nWHOSE HEAD WAS SEEN ON THE POINT OF A SPEAR?
,WO KHOONKHAR SEHRA WO WEHSHI HAWAEIN\nWO SUNSAAN JANGAL WO MAA KI SADAYEIN\nKAHAN SOGAYE JAAKE JHOOLE SE ASGHAR,"THAT BLOODIED DESERT, THOSE BESTIAL WINDS\nTHAT EERIE WILDERNESS, AND THE MOTHER’S CALLING\nWHERE HAVE YOU FALLEN ASLEEP, ASGHAR?"
,KAHOON UMME LAILA KA MAI HAAL KAISE\nBAYAN KYA HO KULSOOM KI BEBASI KA\nUTAARI GAYI KAISE ZAINAB KI CHADAR,HOW CAN I DESCRIBE THE STATE OF UMM-E-LAILA?\nWHAT CAN BE SAID ABOUT THE HELPLESSNESS OF KULTHOOM?\nHOW WAS ZAINAB’S VEIL SNATCHED
,SATAYA THA GHURBAT MAY KISKO SHAKI NE\nKAHOO JAISE RUQSAAR THAY KISKE ZAKHMI\nTAMACHAY LAGATA THA KISKO SITAMGAR,"WHO HAD THE WRETCH BULLIED IN A FOREIGN LAND?\nHOW CAN I SAY, WHOSE CHEEKS WERE WOUNDED\nWHO WAS THE CRUEL BARBARIAN SLAPPING?"
,VIQAR AAH KIS DIL SE AB MAI BATAUN\nJO GUZRI HAI ZAINAB KE QALBE AZEEN PAR\nWO BAZAAR O DARBARE KOOFE KA MANZAR,"O WAQAR, WITH WHAT HEART CAN I NOW NARRATE?\nWHAT BEFELL THE UPON SORROWFUL HEART OF ZAINAB\nTHAT SIGHT OF THE BAZAR AND THE COURT OF KUFA"
