line id verse number,arabic text,english translation text
,,Dua Mujeer
,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ,"In the Name of Allah,
the All-merciful, the All-compassionate"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍوَ آلِ مُحَمَّد,O Allah bless Muhammad and the family of Muhammad.
,سُبْحَانَكَ يَا اللَّهُ,Glory be to You. O Allah!
,تَعَالَيْتَ يَا رَحْمٰنُ,Exalted are You. O Beneficent!
,اَجِرْنَا مِنَ ٱلنَّارِ يَا مُجِيرُ,Keep us safe from the everlasting fire O Giver of Refuge!
,سُبْحَانَكَ يَا رَحِيمُ,Glory be to You. O Merciful!
,تَعَالَيْتَ يَا كَرِيمُ,Exalted are You. O Generous!
,اَجِرْنَا مِنَ ٱلنَّارِ يَا مُجِيرُ,Keep us safe from the everlasting fire O Giver of Refuge!
,سُبْحَانَكَ يَا مَلِكُ,Glory be to You. O Sovereign!
,تَعَالَيْتَ يَا مَالِكُ,Exalted are You. O Master!
,اَجِرْنَا مِنَ ٱلنَّارِ يَا مُجِيرُ,Keep us safe from the everlasting fire O Giver of Refuge!
,سُبْحَانَكَ يَا قُدُّوسُ,Glory be to You. O Holy!
,تَعَالَيْتَ يَا سَلاَمُ,Exalted are You. O Peace!
,اَجِرْنَا مِنَ ٱلنَّارِ يَا مُجِيرُ,Keep us safe from the everlasting fire O Giver of Refuge!
,سُبْحَانَكَ يَا مُؤْمِنُ,Glory be to You. O Source of security!
,تَعَالَيْتَ يَا مُهَيْمِنُ,Exalted are You. O Loving Protector!
,اَجِرْنَا مِنَ ٱلنَّارِ يَا مُجِيرُ,Keep us safe from the everlasting fire O Giver of Refuge!
,سُبْحَانَكَ يَا عَزِيزُ,Glory be to You. O Glorious!
,تَعَالَيْتَ يَا جَبَّارُ,Exalted are You. O Omnipotent!
,اَجِرْنَا مِنَ ٱلنَّارِ يَا مُجِيرُ,Keep us safe from the everlasting fire O Giver of Refuge!
,سُبْحَانَكَ يَا مُتَكَبِّرُ,Glory be to You. O Proud!
,تَعَالَيْتَ يَا مُتَجَبِّرُ,Exalted are You. O Dominant Helper!
,اَجِرْنَا مِنَ ٱلنَّارِ يَا مُجِيرُ,Keep us safe from the everlasting fire O Giver of Refuge!
,سُبْحَانَكَ يَا خَالِقُ,Glory be to You. O Creator!
,تَعَالَيْتَ يَا بَارِئُ,Exalted are You. O Maker!
,اَجِرْنَا مِنَ ٱلنَّارِ يَا مُجِيرُ,Keep us safe from the everlasting fire O Giver of Refuge!
