line id verse number,arabic text,english translation text
,,Ziarat of Imam Hussein [AS] for the night of Eid
,اَلسَّلامُ عَلَيْكَ يَا وَارِثَ آدَمَ صَفْوَةِ اللَّهِ,"Peace be upon you, O inheritor of Adam the choice of Allah."
,اَلسَّلامُ عَلَيْكَ يَا وَارِثَ نُوحٍ أَمِينِ اللَّهِ,"Peace be upon you, O inheritor of Noah the trustee of Allah."
,اَلسَّلامُ عَلَيْكَ يَا وَارِثَ إِبْرَاهِيمَ خَلِيلِ اللَّهِ,Peace be upon you O inheritor of Abraham the Friend of Allah.
,اَلسَّلامُ عَلَيْكَ يَا وَارِثَ مُوسٰى كَلِيمِ اللَّهِ,"Peace be upon you, O inheritor of Moses the spoken by Allah."
,اَلسَّلامُ عَلَيْكَ يَا وَارِثَ عِيسٰى رُوحِ اللَّهِ,"Peace be upon you, O inheritor of Jesus the spirit of Allah."
,اَلسَّلامُ عَلَيْكَ يَا وَارِثَ مُحَمَّدٍ,"Peace be upon you, O inheritor of Muhammad,"
,صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ حَبِيبِ اللَّهِ,"blessings of Allah be upon him and his Household, the most-beloved of Allah."
,اَلسَّلامُ عَلَيْكَ يَا وَارِثَ عَلِيٍّ حُجَّةِ اللَّهِ,"Peace be upon you, O inheritor of `Ali the Argument of Allah."
,اَلسَّلامُ عَلَيْكَ أَيُّهَا الْوَصِيُّ الْبَرُّ التَّقِيُّ,"Peace be upon you, O obedient and pious successor."
,اَلسَّلامُ عَلَيْكَ يَا ثَارَ اللَّهِ وَابْنَ ثَارِهِ وَالْوِتْرَ الْمَوْتُورَ,"Peace be upon you, O vengeance of Allah, son of His vengeance, and the unavenged so far."
,أَشْهَدُ أَنَّكَ قَدْ أَقَمْتَ الصَّلاةَ,"I bear witness that you performed the prayers,"
,وَ آتَيْتَ الزَّكَاةَ,"defrayed the poor-rate,"
,وَأَمَرْتَ بِالْمَعْرُوفِ,"enjoined the right,"
,وَنَهَيْتَ عَنِ الْمُنْكَرِ,"forbade the evil,"
,وَجَاهَدْتَ فِيْ اللَّهِ حَقَّ جِهَادِهِ,and strove for the sake of Allah as exactly as strife must be
,حَتَّى اسْتُبِيحَ حَرَمُكَ وَقُتِلْتَ مَظْلُومًا,until your inviolability was violated and you were slain wrongfully.
,اَلسَّلامُ عَلَيْكَ يَا أَبَا عَبْدِاللَّهِ,"Peace be upon you, O Aba-`Abdullah."
,اَلسَّلامُ عَلَيْكَ يَا ابْنَ رَسُولِ اللَّهِ,"Peace be upon you, O son of Allah’s Messenger."
,اَلسَّلامُ عَلَيْكَ يَا ابْنَ سَيِّدِ الْوَصِيِّينَ,"Peace be upon you, O son of the chief of the prophets’ successors."
,اَلسَّلامُ عَلَيْكَ يَا ابْنَ فَاطِمَةَ الزَّهْرَاءِ,"Peace be upon you, O son of Fatimah the luminous lady"
,سَيِّدَةِ نِسَاءِ الْعَالَمِيْنَ,and the doyenne of the women of the worlds.
,اَلسَّلامُ عَلَيْكَ يَا بَطَلَ الْمُسْلِمِيْنَ,"Peace be upon you, O hero of Muslims."
,يَا مَوْلَايَ,"O my master,"
,أَشْهَدُ أَنَّكَ كُنْتَ نُورًا فِيْ الْأَصْلاَبِ الشَّامِخَةِ,I bear witness that You were light in the lofty loins
,وَالْأَرْحَامِ الْمُطَهَّرَةِ,and purified wombs.
,لَمْ تُنَجِّسْكَ الْجَاهِلِيَّةُ بِأَنْجَاسِهَا,The ignorance could not stain you with its impurities
,وَلَمْ تُلْبِسْكَ مِنْ مُدْلَهِمَّاتِ ثِيَابِهَا,or dress you its gloomy garbs.
,وَأَشْهَدُ أَنَّكَ مِنْ دَعَائِمِ الدِّينِ,"I also bear witness that you are one of the pillars of the religion,"
,وَأَرْكَانِ الْمُسْلِمِيْنَ,"the supports of Muslims,"
,وَمَعْقِلِ الْمُؤْمِنِيْنَ,and the havens of the faithful believers.
,وَأَشْهَدُ أَنَّكَ الْإِمَامُ الْبَرُّ التَّقِيُّ الرَّضِيُّ,"I also bear witness that you are the God-fearing, pious, pleased,"
,اَلزَّكِيُّ الْهَادِيْ الْمَهْدِيُّ,"pure, guide, and well-guided Imam."
,وَأَشْهَدُ أَنَّ الْأَئِمَّةَ مِنْ وُلْدِكَ,I also bear witness that the Imams from your progeny
,كَلِمَةُ التَّقْوٰى وَأَعْلاَمُ الْهُدىٰ,"are the spokesmen of piety, the signs of guidance,"
,وَالْعُرْوَةُ الْوُثْقٰى,"the firmest handle [of Islam],"
,وَالْحُجَّةُ عَلَى أَهْلِ الدُّنْيَا,and the arguments against the inhabitants of this world.
,إِنَّا لِلّٰهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ,To Allah we belong and to Him is our return.
,يَا مَوْلَايَ أَنَا مُوَالٍ لِوَلِيِّكُمْ,"O my master, I am loyal to your loyalists"
,وَمُعَادٍ لِعَدُوِّكُمْ,and enemy of your enemies.
,وَأَنَا بِكُمْ مُؤْمِنٌ وَبِإِيَابِكُمْ,I also believe in you all and in your Return
,مُوقِنٌ بِشَرَايِعِ دِينِي,and I have full confidence in the laws of my religion
,وَخَوَاتِيمِ,and in the seals of my deeds.
,وَقَلْبِيْ لِقَلْبِكُمْ سِلْمٌ,My heart is at peace with your heart
,وَأَمْرِيْ لِأَمْرِكُمْ مُتَّبِعٌ,and all my affairs are following your commands.
,يَا مَوْلَايَ أَتَيْتُكَ خَائِفًا فَآمِنِّي,"O my master, I have come to you fearful; so, [please] secure me."
,وَأَتَيْتُكَ مُسْتَجِيرًا فَأَجِرْنِي,"I have come to you seeking shelter; so, [please] grant me shelter."
,وَأَتَيْتُكَ فَقِيرًا فَأَغْنِنِي,"I have come to you deprived; so, [please] grant me wealth."
,سَيِّدِيْ وَمَوْلَايَ,"My chief and master,"
,أَنْتَ مَوْلَايَ حُجَّةُ اللَّهِ عَلَى الخَلْقِ أَجْمَعِينَ,"you are, O my master, Allah’s argument against all of His creatures."
,آمَنْتُ بِسِرِّكُمْ وَعَلانِيَتِكُمْ,"I believe in your secret and open affairs,"
,وَبِظَاهِرِكُمْ وَبَاطِنِكُمْ,"in your visible and invisible affairs,"
,وَأَوَّلِكُمْ وَاخِرِكُمْ,and in the foremost and the last of you.
,وَأَشْهَدُ أَنَّكَ التَّالِيْ لِكِتَابِ اللَّهِ وَأَمِيْنُ اللَّهِ,"I also bear witness that you have recited the Book of Allah and you are the Trustee of Allah,"
,اَلدَّاعِيْ إِلَى اللَّهِ بِالْحِكْمَةِ وَالْمَوْعِظَةِ الْحَسَنَةِ,who calls to Allah with wisdom and excellent exhortation.
,لَعَنَ اللَّهُ أُمَّةً ظَلَمَتْكَ,May Allah curse the people who wronged you.
,وَلَعَنَ اللَّهُ أُمَّةً سَمِعَتْ بِذٰلِكَ فَرَضِيَتْ بِهِ,May Allah curse the people who were pleased when they heard of that.
,,Ziarat of Hazrat Ali Akbar [A]
,اَلسَّلامُ عَلَيْكَ يَا وَلِيَّ اللَّهِ,"Peace be upon you, O Allah’s intimate servant."
,اَلسَّلامُ عَلَيْكَ يَا ابْنَ رَسُولِ اللَّهِ,"Peace be upon you, O son of Allah’s Messenger."
,اَلسَّلامُ عَلَيْكَ يَا ابْنَ خَاتَمِ النَّبِيِّينَ,"Peace be upon you, O son of the seal of the prophets."
,اَلسَّلامُ عَلَيْكَ يَا ابْنَ فَاطِمَةَ,"Peace be upon you, O son of Fatimah"
,سَيِّدَةِ نِسَاءِ الْعَالَمِيْنَ,the doyenne of the women of the worlds.
,اَلسَّلامُ عَلَيْكَ يَا ابْنَ أَمِيرِالْمُؤْمِنِيْنَ,"Peace be upon you, O son of the Commander of the Faithful."
,اَلسَّلامُ عَلَيْكَ أَيُّهَا الْمَظْلُومُ الشَّهِيدُ,"Peace be upon you, O persecuted and martyred."
,بِأَبِيْ أَنْتَ وَأُمِّي,May Allah accept my father and my mother as ransoms for you.
,عِشْتَ سَعِيدًا,You lived happily
,وَقُتِلْتَ مَظْلُومًا شَهِيدًا,and were killed as wronged and martyred.
,,Ziarat of Shuhada
,اَلسَّلامُ عَلَيْكُمْ أَيُّهَا الذَّابُّونَ عَنْ تَوْحِيدِ اللَّهِ,"Peace be upon you all, O defenders of [the faith of] Allah’s Oneness."
,اَلسَّلامُ عَلَيْكُمْ بِمَا صَبَرْتُمْ,Peace be upon you because you were constant.
,فَنِعْمَ عُقْبَى الدَّارِ,How excellent then the issue of the abode is.
,بِأَبِيْ أَنْتُمْ وَأُمِّي,May Allah accept my father and my mother as ransoms for you.
,فُزْتُمْ فَوْزًا عَظِيمًا,You achieved a great success.
,,Ziarat of Hazrat Abbas [A]
,اَلسَّلامُ عَلَيْكَ أَيُّهَا الْعَبْدُ الصَّالِحُ وَالصِّدِّيقُ الْمُوَاسِي,"Peace be upon you, O righteous servant [of Allah] and veracious self-sacrificing."
,أَشْهَدُ أَنَّكَ آمَنْتَ بِاللَّهِ,"I bear witness that you believed in Allah,"
,وَنَصَرْتَ ابْنَ رَسُولِ اللَّهِ,"supported the son of Allah’s Messenger,"
,وَدَعَوْتَ إِلٰى سَبِيلِ اللَّهِ,"called to the way of Allah,"
,وَوَاسَيْتَ بِنَفْسِكَ,and sacrificed yourself for Him.
,فَعَلَيْكَ مِنَ اللَّهِ أَفْضَلُ التَّحِيَّةِ وَالسَّلامِ,"So, the most favorite greetings and compliments of Allah be upon you."
,,Then say
,بِأَبِيْ أَنْتَ وَأُمِّيْ يَا نَاصِرَ دِينِ اللَّهِ,"May Allah accept my father and mother as ransoms for you, O supporter of Allah’s religion."
,اَلسَّلامُ عَلَيْكَ يَا نَاصِرَ الْحُسَيْنِ الصِّدِّيقِ,"Peace be upon you, O supporter of al-Husayn the veracious."
,اَلسَّلامُ عَلَيْكَ يَا نَاصِرَ الْحُسَيْنِ الشَّهِيدِ,"Peace be upon you, O supporter of al-Husayn the martyr."
,عَلَيْكَ مِنِّيْ السَّلامُ,Peace from me be upon you
,مَا بَقِيتُ وَبَقِيَ اللَّيْلُ وَالنَّهَارُ,as long as I am existent and as long as there are day and night.
