line id verse number,arabic text,english translation text
,,“Subhaanalladhi Fis-Samaa” (Mafatul Jinan pg. 259)
,بِسْمِ اللهِ الرَّحْمنِ الرَّحِيمِ,"In the name of Allah the Beneficent, the Merciful."
,اللهم صلي على محمد وآل محمد,O Allah send Your blessings on Muhammad and the family of Muhammad.
,سُبْحانَ الَّذى فِى السَّمآءِ عَرْشُهُ,Glory be to He whose Arsh is in the heavens!
,سُبْحانَ الَّذى فِى الاَْرْضِ حُكْمُهُ,Glory be to He whose Will operates in the earth!
,سُبْحانَ الَّذى فِى الْقُبوُرِ قَضآؤُهُ,Glory be to He who examines (the dead) in the graves!
,سُبْحانَ الَّذى فِى الْبَحْرِ سَبيلُهُ,Glory be to He who surfaced a path over the ocean!
,سُبْحانَ الَّذى فِى النّارِ سُلْطانُهُ,Glory be to He who has the total control over the Fire!
,سُبْحانَ الَّذى فِى الْجَنَّةِ رَحْمَتُهُ,Glory be to He who surrounds the Paradise with (His) mercy!
,سُبْحانَ الَّذى فِى الْقِيامَةِ عَدْلُهُ,Glory be to He who will do justice on the Day of Judgment!
,سُبْحانَ الَّذى رَفَعَ السَّمآءِ,Glory be to He who raised the sky!
,سُبْحانَ الَّذى بَسَطَ الاَرْضَ,Glory be to He who spread the earth!
,سُبْحانَ الَّذى لا مَلْجَاَ وَلا مَنْجا مِنْهُ اِلاّ اِلَيْهِ,Glory be to He from whom there is no running away unless (one takes refuge) with Him!
,اللهم صلي على محمد وآل محمد,O Allah send Your blessings on Muhammad and the family of Muhammad.
