line id verse number,arabic text,english translation text
,,Dua e Nudbah
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّد,O Allah bless Muhammad and the family of Muhammad.
,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ,"In the Name of Allah, the All-merciful, the All-compassionate"
,اَلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَالَمِينَ,"All praise be to Allah, the Lord of the worlds."
,وَصَلَّىٰ ٱللَّهُ عَلَىٰ سَيِّدِنَا مُحَمَّدٍ نَبِيِّهِ,May Allah send blessings upon our master Muhammad His Prophet
,وَآلِهِ وَسَلَّمَ تَسْلِيماً,and upon his Household and may He salute them with thorough salutation.
,اَللَّهُمَّ لَكَ ٱلْحَمْدُ,"O Allah, all praise be to You"
,عَلَىٰ مَا جَرَىٰ بِهِ قَضَاؤُكَ,for Your decree that has been applied
,فِي اَوْلِيَائِكَ ٱلَّذِينَ ٱسْتَخْلَصْتَهُمْ لِنَفْسِكَ وَدِينِكَ,to Your vicegerents whom You have purely selected for Yourself and Your religion
,إِذِ ٱخْتَرْتَ لَهُمْ جَزِيلَ مَا عِنْدَكَ,as You have chosen for them the abundance of what You have in possession;
,مِنَ ٱلنَّعِيمِ ٱلْمُقِيمِ,that is the enduring pleasure
,ٱلَّذِي لاَ زَوَالَ لَهُ وَلاَ ٱضْمِحْلاَلَ,"that neither vanishes nor diminishes,"
,بَعْدَ اَنْ شَرَطْتَ عَلَيْهِمُ ٱلزُّهْدَ,after You had already stipulated on them to renounce
,فِي دَرَجَاتِ هٰذِهِ ٱلدُّنْيَا ٱلدَّنِيَّةِ,all the ranks of this lowly world
,وَزُخْرُفِهَا وَزِبْرِجِهَا,"along with all of its embellishments and ornaments,"
,فَشَرَطُوٱ لَكَ ذٰلِكَ,and they accepted this stipulation.
,وَعَلِمْتَ مِنْهُمُ ٱلْوَفَاءَ بِهِ,"As You knew that they would fulfil this stipulation,"
,فَقَبِلْتَهُمْ وَقَرَّبْتَهُمْ,You accepted and drew them near to You.
,وَقَدَّمْتَ لَهُمُ ٱلذِّكْرَ ٱلْعَلِيَّ,You thus provided them with sublime mention
,وَٱلثَّنَاءَ ٱلْجَلِيَّ,"and obvious approval,"
,وَاَهْبَطْتَ عَلَيْهِمْ مَلاَئِكَتَكَ,"made Your angels descend to them,"
,وَكَرَّمْتَهُمْ بِوَحْيِكَ,"honoured them with Your revelations,"
,وَرَفَدْتَهُمْ بِعِلْمِكَ,"supported them with Your knowledge,"
,وَجَعَلْتَهُمُ ٱلذَّرِيعَةَ إِلَيْكَ,and made them the channel to You
,وَٱلْوَسِيلَةَ إِلَىٰ رِضْوَانِكَ,and the means to winning Your pleasure.
,فَبَعْضٌ اَسْكَنْتَهُ جَنَّتَكَ,"Therefore, You made some of them dwell in Your Garden"
,إِلَىٰ اَنْ اَخْرَجْتَهُ مِنْهَا,until You decided to take him out of there.
,وَبَعْضٌ حَمَلْتَهُ فِي فُلْكِكَ,You bore another one in Your Ark
,وَنَجَّيْتَهُ وَمَنْ آمَنَ مَعَهُ,and saved him and those who believed with him
,مِنَ ٱلْهَلَكَةِ بِرَحْمَتِكَ,"from perdition, out of Your mercy."
,وَبَعْضٌ ٱتَّخَذْتَهُ لِنَفْسِكَ خَلِيلاَ,You took another one as Your intimate friend
,وَسَالَكَ لِسَانَ صِدْقٍ فِي ٱلآخِرِينَ فَاجَبْتَهُ,"and when he asked You to leave behind him a truthful mention, You responded to him"
,وَجَعَلْتَ ذٰلِكَ عَلِيّاً,and made that (mention) to be eminent.
,وَبَعْضٌ كَلَّمْتَهُ مِنْ شَجَرَةٍ تَكْلِيماً,You spoke to another one from a tree directly
,وَجَعَلْتَ لَهُ مِنْ اَخِيهِ رِدْءاً وَوَزِيراً,and decided his brother to be his protector and representative.
,وَبَعْضٌ اَوْلَدْتَهُ مِنْ غَيْرِ اَبٍ,"You made another one to be born without a father,"
,وَآتَيْتَهُ ٱلْبَيِّنَاتِ,gave him clear-cut proofs
,وَاَيَّدْتَهُ بِرُوحِ ٱلْقُدُسِ,and aided him with the Sacred Spirit.
,وَكُلٌّ شَرَعْتَ لَهُ شَرِيعَةً,"For each of them, You gave a code of law,"
,وَنَهَجْتَ لَهُ مِنْهَاجاً,"decided a certain course,"
,وَتَخَيَّرْتَ لَهُ اَوْصِيَاءَ,and finely chose successors;
,مُسْتَحْفِظاً بَعْدَ مُسْتَحْفِظٍ,"well-trustworthy successors one after another,"
,مِنْ مُدَّةٍ إِلَىٰ مُدَّةٍ,"each for a certain period,"
,إِقَامَةً لِدِينِكَ,in purpose of establishing Your religion
,وَحُجَّةً عَلَىٰ عِبَادِكَ,"and acting as arguments against Your servants,"
,وَلِئَلاَّ يَزُولَ ٱلْحَقُّ عَنْ مَقَرِّهِ,so that the truth should never leave its position
,وَيَغْلِبَ ٱلْبَاطِلُ عَلَىٰ اَهْلِهِ,and the wrong should never overcome the people of the truth
,وَلاَ يَقُولَ اَحَدٌ,"and so that none should claim, saying,"
,لَوْ لاَ اَرْسَلْتَ إِلَيْنَا رَسُولاَ مُنْذِراً,“If only You had sent to us a warning messenger
,وَاَقَمْتَ لَنَا عَلَماً هَادِياً,"and established for us a guiding person,"
,فَنَتَّبِعَ آيَاتِكَ مِنْ قَبْلِ اَنْ نَذِلَّ وَنَخْزَىٰ,we should have followed Your signs before that we met humiliation and disgrace!”
,إِلَىٰ اَنِ ٱنْتَهَيْتَ بِٱلاَمْرِ إِلَىٰ حَبِيبِكَ وَنَجِيبِكَ مُحَمَّدٍ,"You then ended the matter with Your most-beloved and well-select one, Muhammad,"
,صَلَّىٰ ٱللَّهُ عَلَيْهِ وَآلِهِ,may Allah bless him and his Household.
,فَكَانَ كَمَا ٱنْتَجَبْتَهُ,He was as exactly as You have chosen
,سَيِّدَ مَنْ خَلَقْتَهُ,"the master of all those whom You created,"
