line id verse number,arabic text,english translation text
,,"Dua “Allahumma Yaa Ajwada Man A’ataa - - -”
(Mafatul Jinan pg. 259)"
,بِسْمِ اللهِ الرَّحْمنِ الرَّحِيمِ,"In the name of Allah the Beneficent, the Merciful."
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّد,O Allah bless Muhammad and the family of Muhammad.
,اَللّـهُمَّ يا اَجْوَدَ مَنْ اَعْطى,O Allah! O the Most Generous who gives more than all the givers!
,وَيا خَيْرَ مَنْ سُئِلَ، وَيا اَرْحَمَ مَنِ اسْتُرْحِمَ,O the Best (eternally) Besought of all those who are beseeched! O the Most Merciful of all the merciful!
,اَللّـهُمَّ صَلِّ عَلى مُحَمَّد وَآلِهِ فِى الاَْوَّلينَ,"O Allah send blessing on Muhammad and on his children in the earlier times,"
,وَصَلِّ عَلى مُحَمَّد وَآلِهِ فِى الاْخِرينَ,"and send blessings on Muhammad and on his children in the later times,"
,وَصَلِّ عَلى مُحَمَّد وَآلِهِ فِى الْمَلاَءِ الاَْعْلى,"And send blessings on Muhammad and on his children, (in the midst of those) living in a satisfying state of the highest degree,"
,وَصَلِّ عَلى مُحَمَّد وَآلِهِ فِى الْمُرْسَلينَ,And send blessings on Muhammad and on his children in the midst of the Messengers.
,اَللّـهُمَّ اَعْطِ مُحَمَّداً وَآلَهِ الْوَسيلَةَ وَالْفَضيلَةَ وَالشَّرَفَ وَالرَّفْعَةَ وَالدَّرَجَةَ الْكَبيرَةَ,"O Allah give to Muhammad and his children (all) rights of being “the means of approach” (unto Thee), and abundant merits, distinctions, high ranks, and most important privileges."
,اَللّـهُمَّ اِنّى آمَنْتُ بِمُحَمَّد صَلَّى اللهُ عَلَيْهِ وَآلِهِ,"O Allah I have accepted the “truth of Muhammad” (Allah’s blessings be on him and on his children),"
,وَلَمْ اَرَهُ فَلا تَحْرِمْنى فِى الْقِيامَةِ رُؤْيَتَهُ,"though I have not met him, therefore let it not be that I am deprived of his vision on the Day of Judgment,"
,وَارْزُقْنى صُحْبَتَهُ وَتَوَفَّنى عَلى مِلَّتِهِ,"and let my life (in the Hereafter be spent in his company, make me follow his creed,"
,وَاسْقِنى مِنْ حَوْضِهِ مَشْرَباً رَوِيّاً سآئِغاً هَنيئاً لا اَظْمَأُ بَعْدَهُ اَبَداً,"And let me quench my thirst from his cistern (Kawthar), thoroughly, in plenty, gliding the wholesome water pleasantly down the throat, never ever to be thirsty again,"
,اِنَّكَ عَلى كُلِّ شَىْء قَديرٌ,"Verily, Thou art able to do all things."
,اَللّـهُمَّ اِنّى آمَنْتُ بِمُحَمَّد صَلَّى اللهُ عَلَيْهِ وَآلِهِ,"O Allah I have accepted the “truth of Muhammad” (Allah’s blessings on him and on his children),"
,وَلَمْ اَرَهُ فَعَرَِّفْنى فِى الْجِنانِ وَجْهَهُ,"though I have not met him, therefore, let me remain aware of his true aspects in the Paradise."
,اَللّـهُمَّ بَلِّغْ مُحَمَّداً صَلَّى اللهُ عَلَيْهِ وَآلِهِ مِنّى تَحِيَّةً كَثيرَةً وَسَلاماً,O Allah convey to Muhammad (Allah’s blessings be on him and on his children) my much compliments and salutations.
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّد,O Allah bless Muhammad and the family of Muhammad.
