line id verse number,arabic text,english translation text
,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ,"In the Name of Allah, the All-merciful, the All-compassionate"
,اَلسَّلاَمُ عَلَيْكَ يَا حُجَّةَ ٱللَّهِ فِي اَرْضِهِ,"Peace be upon you, O argument of Allah in His lands!"
,اَلسَّلاَمُ عَلَيْكَ يَا عَيْنَ ٱللَّهِ فِي خَلْقِهِ,"Peace be upon you, O sight of Allah on His creatures!"
,اَلسَّلاَمُ عَلَيْكَ يَا نُورَ ٱللَّهِ,"Peace be upon you, O light of Allah"
,ٱلَّذِي يَهْتَدِي بِهِ ٱلْمُهْتَدُونَ,by which those who have been guided [to the true guidance] are guided
,وَيُفَرَّجُ بِهِ عَنِ ٱلْمُؤْمِنِينَ,and by which the believers are relieved!
,اَلسَّلاَمُ عَلَيْكَ اَيُّهَا ٱلْمُهَذَّبُ ٱلْخَائِفُ,"Peace be upon you, O polite and fearful!"
,اَلسَّلاَمُ عَلَيْكَ اَيُّهَا ٱلْوَلِيُّ ٱلنَّاصِحُ,"Peace be upon you, O sincere patron!"
,اَلسَّلاَمُ عَلَيْكَ يَا سَفِينَةَ ٱلنَّجَاةِ,"Peace be upon you, O ark of salvation!"
,اَلسَّلاَمُ عَلَيْكَ يَا عَيْنَ ٱلْحَيَاةِ,"Peace be upon you, O essence of life!"
,اَلسَّلاَمُ عَلَيْكَ,Peace be upon you.
,صَلَّىٰ ٱللَّهُ عَلَيْكَ,May Allah send blessings to you
,وَعَلَىٰ آلِ بَيْتِكَ,"and upon your Household,"
,ٱلطَّيِّبينَ ٱلطَّاهِرِينَ,the pure and immaculate.
,اَلسَّلاَمُ عَلَيْكَ,Peace be upon you.
,عَجَّلَ ٱللَّهُ لَكَ مَا وَعَدَكَ,May Allah hasten that which He has promised you;
,مِنَ ٱلنَّصْرِ وَظُهُورِ ٱلاَمْرِ,"namely, victory and prevalence of your authority."
,اَلسَّلاَمُ عَلَيْكَ يَا مَوْلاَيَ,"Peace be upon you, O my master."
,اَنَا مَوْلاَكَ,I am a servant of you
,عَارِفٌ بِاُولاَكَ وَاُخْرَاكَ,and I recognize the first and the last of your affair.
,اَتَقَرَّبُ إِلَىٰ ٱللَّهِ تَعَالَىٰ بِكَ وَبِآلِ بَيْتِكَ,"I seek nearness to Allah, the Exalted, through your Household and you"
,وَاَنْتَظِرُ ظُهُورَكَ وَظُهُورَ ٱلْحَقِّ عَلَىٰ يَدَيْكَ,and I am expecting your advent and the prevalence of the truth at your hands.
,وَاَسْاَلُ ٱللَّهَ اَنْ يُصَلِّيَ عَلَىٰ مُحَمَّدٍ وَآلِ مُحَمَّدٍ,"And I beseech Allah to send blessings to Mu¦ammad and the Household of Muhammad,"
,وَاَنْ يَجْعَلَنِي مِنَ ٱلمُنْتَظِرِينَ لَكَ,"and to include me with those who are expecting you,"
,وَٱلتَّابِعِينَ وَٱلنَّاصِرِينَ لَكَ عَلَىٰ اَعْدَائِكَ,"those who follow you and support you against your enemies,"
,وَٱلْمُسْتَشْهَدِينَ بَيْنَ يَدَيْكَ فِي جُمْلَةِ اَوْلِيَائِكَ,and those who will be martyred in front of you in the group of your loyalists.
,يَا مَوْلاَيَ يَا صَاحِبَ ٱلزَّمَانِ,"O my master, O Patron of the Age!"
,صَلَوَاتُ ٱللَّهِ عَلَيْكَ,May Allah’s blessings be upon you
,وَعَلَىٰ آلِ بَيْتِكَ,and upon your Household.
,هٰذَا يَوْمُ ٱلْجُمُعَةِ,"Today is Friday,"
,وَهُوَ يَوْمُكَ ٱلْمُتَوَقَّعُ فِيهِ ظُهُورُكَ,which is your day on which your advent is expected
,وَٱلْفَرَجُ فِيهِ لِلْمُؤْمِنِينَ عَلَىٰ يَدَيْكَ,"to bring about relief to the believers at your hands,"
,وَقَتْلُ ٱلْكَافِرِينَ بِسَيْفِكَ,and with one strike shall put an end to the intrigues of the infidels
,وَاَنَا يَا مَوْلاَيَ فِيهِ ضَيْفُكَ وَجَارُكَ,"On this day, O my master, I am your guest and in your vicinity"
,وَاَنْتَ يَا مَوْلاَيَ كَرِيمٌ مِنْ اَوْلاَدِ ٱلْكِرَامِ,"and you, my master, are generous and the descendant of the generous people,"
,وَمَاْمُورٌ بِٱلضِّيَافَةِ وَٱلإِجَارَةِ,and you are commanded to receive your guests and neighbors hospitably;
,فَاَضِفْنِي وَاَجِرْنِي,"so, receive me as your guest and neighbor."
,صَلَوَاتُ ٱللَّهِ عَلَيْكَ,May Allah’s blessings be upon you
,وَعَلىٰ اَهْلِ بَيْتِكَ ٱلطَّاهِرينَ,"and upon your Household, the immaculate."
