"line id verse number","arabic text","english translation text"
"","ASHK AANKHON MEN HAI MAATAM HAI BAPAA EHLE AZAA","EYES ARE TEARFUL, LAMENTATION HAS COME TO PASS, O MOURNERS"
"","MAJLIS-E GHAM MEN KAREN AAIYE MILKAR YE DUAA","LET US PRAY IN THIS MAJLIS OF MORNING"
"","BHAAI ZINDAA RAHE BEHNON KE BAHAQQE ZEHRAA","LONG MAY BROTHERS LIVE FOR THEIR SISTERS FOR THE SAKE OF ZAHRA S.A"
"","TAA QAYAAMAT RAHE MAAN BEHNON KAA QAAYAM PARDAA","MAY THE MODESTY OF OUR WOMENFOLK REMAIN SAFEGUARDED FOREVER"
"","SHAANE USS BHAAI KE ALLAAH SALAAMAT RAKHKHE\nJO BANAA-E GAYE BEHNON KI HIFAAZAT KE LIYE","MAY THE ARMS OF THOSE BROTHERS STAY STRONG\nWHO WERE CREATED TO PROTECT THEIR SISTERS"
"","SHABBIR DUAA KARTE THE ROKAR TAHE KHANJAR","SHABBIR (A.S) CRIED IN SUPPLICATION UNDER THE DAGGER"
"","SAR MERAA KATE GHAM NAHIN LIT JAAYE BHARAA GAR","MY HEAD BE SEVERED AND MY HOME RANSACKED, I DO NOT FEAR"
"","REH-JAAE MERI ZAINABE DILGIR KAA PARDAA","IF ONLY MY BROKEN HEARTED ZAINAB'S VEIL IS SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","SAB QATL HO ASBAAB BHI LUT JAAYE HAMAARAA","WE ALL BE SLAUGHTERED, OUR BELONGINGS SNATCHED"
"","ASGHER KE LAGE TEER MUJHE YE BHI GAWAARAA","EVEN AN ARROW STRIKES ASGHAR, I ACCEPT"
"","REH-JAAE MERI ZAINABE DILGIR KAA PARDAA","IF ONLY MY BROKEN HEARTED ZAINAB'S VEIL IS SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","ISS PARDE KI KHAATIR MERAA ABBAAS BHI MARJAAE","FOR THIS VEIL MY ABBAS BE SACRIFICED"
"","AKBAR KE SINAA SINE PE LAGTI HAI TO LAGJAAE","SHOULD A SPEAR PIERCE THE HEART OF AKBAR, SO BE IT"
"","REH-JAAE MERI ZAINABE DILGIR KAA PARDAA","IF ONLY MY BROKEN HEARTED ZAINAB'S VEIL IS SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","TUKDE HO MERE QAASIME NAASHAAD KAA LAASHAA","TRAMPLED TO PIECES BE MY YOUTHFUL QASIM'S BODY"
"","JAL JAAE MERE ASGHARE MAASUM KAA JULAA","BURNT TO ASHES BE THE CRADLE OF MY INNOCENT ASGHAR"
"","REH-JAAE MERI ZAINABE DILGIR KAA PARDAA","IF ONLY MY BROKEN HEARTED ZAINAB'S VEIL IS SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","MAASUM SAKINAA MUJHE ROTI HAI TO RO-E","IF SAKINA IS MADE TO WEEP, LET IT BE SO"
"","WOH MERE BINAA SO NAHIN SAKTI HAI NA SO-E","SHOULD SEE BE UNABLE TO SLEEP WITHOUT ME, LET IT BE SO"
"","REH-JAAE MERI ZAINABE DILGIR KAA PARDAA","IF ONLY MY BROKEN HEARTED ZAINAB'S VEIL IS SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","SUGHRAA MERI RORO KE GUZAR JAAE WATAN MEN","IF MY SUGHRA CRIES TO HER DEATH BACK HOME"
"","ITNE HI LAGE TIRO TABAR MERE BADAN MEN","AS MANY SWORDS AND ARROWS STRIKE MY BODY"
"","REH-JAAE MERI ZAINABE DILGIR KAA PARDAA","IF ONLY MY BROKEN HEARTED ZAINAB'S VEIL IS SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","PAR BAADE SHAHEDIN YE AJAB SAANEHAA GUZRAA","YET, SOON AFTER HUSSAIN'S MARTYRDOM A TRAGEDY HAPPENED"
"","KHAIMON KI TARAF SHEH KE BAD-HAA LASHKARE AADAA","TOWARD THE TENTS MARCHED THE ARMY OF OPPRESSORS"
"","BAAQI NA RAHAA ZAINABE DILGIR KAA PARDAA","ALAS, THE BROKEN HEARTED ZAINAB'S VEIL WAS NOT SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","AKBAR KO PUKAARAA KABHI SARWAR KO PUKAARAA","SHE CRIED OUT TO AKBAR AND TO HUSSAIN"
"","KEHTI THI MADAD KIJI-E BAABAA MERE BAABAA","HELP ME DEAR FATHER - SHE PLEADED"
"","BAAQI NA RAHAA ZAINABE DILGIR KAA PARDAA","ALAS, THE BROKEN HEARTED ZAINAB'S VEIL WAS NOT SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","ISS PARDE KI KHAATIR MERE BHAYYAA GAYE MAARE","MY BROTHER WAS KILLED FOR THE SAKE OF THIS VEIL"
"","ABBAAS KE SHAANE BHI KATE NEHR KANAARE","ABBAS LOST HIS ARMS BY THE BANKS OF THE RIVER"
"","BAAQI NA RAHAA ZAINABE DILGIR KAA PARDAA","ALAS, THE BROKEN HEARTED ZAINAB'S VEIL WAS NOT SPARED"
"","HAMSHIR KAA PARDAA MERI DILGIR KA PARDAA","THE VEIL OF MY SISTER, THE VEIL OF THE HEARTBROKEN"
"","RAHAAN AJAB WAQT THAA AAFAT KI GADI THI","REHAN (POET) STRANGE WAS THE HOUR, A TIME OF CALAMITY"
"","ISLAAM KI BE-GORO KAFAN LAASH PADI THI","THE CORPSE OF ISLAM LAY BARE & UNBURIED"
"","KAAM AAGAYAA YUN ZAINABE DILGIR KAA PARDAA","THE BROKEN HEARTED ZAINAB'S VEIL CAME THROUGH"
