"line id verse number","arabic text","english translation text"
"","HAYE QASIM, HAYE HAYE QASIM\nO QASIM, O QASIM!","HAYE QASIM, HAYE HAYE QASIM\nO QASIM, O QASIM!"
"","MAULA KI SADA GOONJI, AY MERE JAWAN QASIM\nMILTA HI NAHI TERE, LASHE KA PATA QASIM","THE IMAM’S (A.S.) CALL ECHOED,\nO MY YOUNG QASIM!\nI CANNOT FIND YOUR BODY O QASIM"
"","KAMSIN HE MAGAR SHERON, JESA HE JIGAR ISKA\nSARDARE JAWANANE, JANNAT HE PADAR ISKA\nKESE HO BHALA TERE, AWSAF BAYAN QASIM\nO QASIM!","HE IS VERY YOUNG BUT HE IS AS BRAVE AS A LION,\nHIS FATHER IS THE CHIEF OF THE YOUTH OF PARADISE,\nI CAN’T PRAISE YOU ENOUGH,"
"","SENE SE LAGATE HAIN, ROTE HUWE KEHTE HAIN,\nAYE LAAL MERE QASIM, RUKHSAT TUMHE KARTE HAIN\nDHOONDOONGA BHALA TUMKO, AB JAKE KAHAN QASIM","THE IMAM (A.S.) HOLDS THE BODY OF QASIM AND WHILE CRYING HE SAYS,\nO’ MY QASIM I AM BIDDING YOU FAREWELL,\nNOW WHERE WILL I FIND YOU AFTER THIS"
"","RUKHSAT HUWE MADAR SE, BEHNO SE DUAEIN LI\nIS CHAAND SE CHEHRE KI, ZAINAB NE BALAYEIN LI\nHO JAOGE NAZRON SE, AB TUM BHI NIHA QASIMA","QASIM BID FAREWELL TO HIS MOTHER AND SISTERS,\nBIBI ZAINAB (A.S.) PRAYED FOR HIS SAFETY,\nEVEN YOU WILL DISAPPEAR FROM MY SIGHT O’ QASIM"
"","CH(H)ALNI HUWA TEERON SE, MASOOM SA SHEHZADA\nPOORA KIYA QASIM NE, BABA SE KIYA WAADA\nAATE HAIN WAHAN MOLA GIRTE HAIN JAHAN QASIM","THE BODY OF THE INNOCENT PRINCE WAS TORN INTO PIECES BY ARROWS,\nQASIM FULFILLED HIS PROMISE TO HIS FATHER,\nIMAM HUSSAIN (A.S) COMES TO THE PLACE WHERE QASIM’S BODY FELL"
"","BIKHRE HUWE KUCH TUKRE, MAIDA(N) SE UTHA TE HAIN\nYOON LASHAYE QASIM KI, GHATRI SI BANATE HAIN\nSEH PAYEGI GHAM TERA, KESE TERI MAA QASIM","IMAM (A.S.) GATHERS THE PIECES OF QASIM’S BODY FROM THE BATTLEFIELD,\nHE WRAPS THEM IN A PIECE OF CLOTH,\nHOW WILL YOUR MOTHER ENDURE YOUR LOSS O’ QASIM!"
"","MATAM KI SADAEIN HE, KOHRAM QAYAMAT KA\nNOHA JO ZAFAR LIKHA, QASIM KI SHAHADAT KA\nHAR FARD HE MAJLIS MAIN, AB GIRYA KUNA QASIM","THE SOUND OF WAILING ECHOES IN THE AIR, IT IS LIKE THE DAY OF JUDGEMENT,\nTHIS NOHA HAS MADE EVERYONE CRY FOR YOU O’ QASIM"
