"line id verse number","arabic text","english translation text"
"","KARBALA SE JHO KABHI HO KE HAWA ATI HAI","WHEN THE WIND OCCASIONALLY ARRIVES FROM KARBALA"
"","KISI MASOOM KI JO RONAY KI SADA\nATI HAI","IT BRINGS WITH IT AN INFALLIBLE'S CRIES"
"","KAUN SOTA HAI KINARAY TERAY NEHR-E-FURAT?","WHO RESTS ETERNALLY BY YOUR RIVERBANK, EUPHRATES?"
"","TERI MITTI SE ABHI TAK, KYUN BOO-E-WAFA ATI HAI?","WHY DOES ITS LAND BEAR THE FRAGRANCE OF DEVOTION?"
"","MAA SAMAJHTI HAY DULHAN LAOON GI AAYA HAY SHABAB","A MOTHER HAD HOPED TO WELCOME A BRIDE, SHE RECEIVED A YOUTH IN HIS PRIME"
"","SHEH SAMJHTAY HAIN KE AKBAR KI QAZA AATI HAY","KING (HUSSAIN AS) KNOWS THAT AKBAR'S MARTYRDOM IS NEAR"
"","KOYI BEEMAR NA PARRHTA HO TAHAJJUD KI NAMAZ","IS THERE SOMEBODY SICK PRAYING THE VOLUNTARY NIGHT NAMAZ (TAHAJJUD)?"
"","RAAT KO BAIRRYON KI KYUN YE SADA AATI HAY","WHY DO I HEAR THE SOUNDS OF HANDCUFFS, LEG CUFFS AND CHAINS IN THE MIDDLE OF THE NIGHT?"
"","HAAN DHARAKTA NA HO MARQAD MAIN KAHEEN QALB E RUBAB","I HOPE RUBAB'S (SA) HEART DOESN'T TREMBLE IN HER TOMB"
"","ALI ASGHAR, ALI ASGHAR KI SADA AATI HAY","I HEAR SOMEONE CRYING 'ALI ASGHAR, ALI ASGHAR'"
