"line id verse number","arabic text","english translation text"
"","JAB KHUDA KO PUKARA ALI AAGAYE","WHEN WE CALLED UPON GOD, ALI WAS SENT TO HELP US"
"","JAB ALI AAGAYE ZINDAGI AAGAYI","WHEN ALI CAME TO US, OUR LIVES CAME"
"","ZINDAGI BANDAGI ROSHNI AAGAYI","LIFE, ATTACHMENT (TO THEIR LOVE), LIGHT CAME"
"","ROSHNI AAGAYI, AAGAHI AAGAYI","LIGHT CAME, AWARENESS CAME"
"","MAWT INKE MUHIBON KO AATI NAHI","DEATH CANNOT COME TO HIS LOVERS (LOVERS AREN'T AFRAID OF DEATH)"
"","AA BHI JAAYE TO PHIR BACHKE JAATI NAHI","AND IF IT DOES COME, IT CANNOT ESCAPE"
"","MAUT KA KYA KHATAR\nMAWT SE KYA HAZAR","BUT WHAT DANGER IS THERE FROM DEATH? WHY SHOULD WE FEAR IT"
"","ISSE BACHNA BHI KYA AAGAYI AAGAYI","WHY TRY ESCAPE IT, IT IS HERE THEN IT IS HERE"
"","GHUSLE MAYYIT NA KEHNA MERE GHUSL KO\nUJLE MALBOOS KO MAT KAFAN NAAM DO","DO NOT CALL MY FINAL GHUSL THE GHUSL OF MAYYIT\nDON'T CALL THE WRAPPED CLOTH A KAFAN"
"","ME CHALA HOON ALI SE MULAQAT KO\nJISKI THI ARZOO WOH GHARI AGAYI","I AM GOING TO MEET ALI\nTHE MOMENT I HAVE BEEN WAITING FOR HAS FINALLY ARRIVED"
"","MASLAKE ISHQ MEIN MAANGA AIB HAI","IN THE MATTERS OF LOVE, TO ASK IS NOT A GOOD THING"
"","ME BHI KHAMOSH HOON\nWOH BHI KHAMOSH HAI","I AM SILENT, HE IS SILENT"
"","UN KO SAB HAI KHABAR IS LIYE CHUP HOON MEIN\nKYA HUWA AANKH ME GAR NAMI AAGAYI","HE KNOWS EVERYTHING THAT IS WHY I AM SILENT\nSO WHAT IF MY EYES ARE SOFTENED\n(WITH TEARS)"
"","KHUMS DENA MUWADAT KI EK SHART HAI","TO GIVE IS A CONDITION OF LOVE"
"","AUR NA DENA BHI MISLE FADAK HAI GUNAH","AND NOT TO GIVE IS A GUNAH, SIMILAR TO THE WAY THE INCIDENT OF FADAK WAS"
"","HAQ KE SADAT O ZAHRA KE MAKROOZ SE\nJAB TABARRA SUNA TO HASEEN AAGAYI","FROM THE RIGHTFUL LINEAGE OF ZAHRA\nWHEN WE HEARD TABARRA, OUR FACES LIT UP"
"","ISHQ JAB TAK NA SHER HOTA NAHIN\nMUJHME KAB AHLIYAT THI TERI MADHA KI","UNTIL THERE IS LOVE, THERE WILL BE NO POETRY\nWHERE DID I HAVE THE ABILITY TO PRAISE YOU"
"","MERE MOLA ME QURBAN TERE ISHQ KE\nSIBTE JAFAR KO BHI SHAYRI AAGAYI","‘SIBT E JAFAR' ALSO LEARNT POETRY\nOH MASTER, MAY I BE SACRIFICED IN YOUR LOVE"
