"line id verse number","arabic text","english translation text"
"","AMMA KI NIGAHON SE MERA ZAKHM CHUPANA","HIDE MY WOUNDS FROM MY MOTHER"
"","BABA MERE SEENE ME SINA TOOT GAYI HAI","THE DAGGER HAS BROKEN IN MY CHEST"
"","IS TARHA KALEJE ME UTAR AAYI HAI BARCH","THE DAGGER HAS HIT MY CHEST IN SUCH A WAY"
"","SEENA NAHI ARMAAN BHI MAA KE HUWE ZAKHMI","NOT JUST MY CHEST, EVEN MY MOTHERS HOPES WERE WOUNDED"
"","CHAHA THA MERI MAA NE MUJHE DULHA BANA NA","MY MOTHER WANTED TO SEE ME AS A GROOM"
"","JEE CHAHTA HAI AAP KI TASLEEM KO UTHU","MY HEART WISHES TO STAND AND SAY SALAAM"
"","RUTBE KA TAQAAZA HAI KE TAZEEM KO UTHU","I KNOW YOUR STATUS, AND I WISH TO STAND FOR YOU"
"","MUSHKIL HAI MAGAR HAATH KALEJE SE HATANA","HOWEVER, IT IS DIFFICULT FOR ME TO MOVE MY HANDS FROM MY CHEST"
"","ME JAANTA HOO(N) ZID WO BOHOT TUM SE KAREGI","I KNOW SHE WILL BE STUBBORN WITH YOU"
"","TANHA TUMHE ZAINAB KABHI AANE NAHI DEGI","ZAINAB WILL NOT LET YOU COME TO THE BATTLEFIELD ALONE"
"","MAQTAL ME MERI PAALNE WALI KO NA LANA","DON’T BRING THE ONE WHO BROUGHT ME UP TO THE BATTLEFIELD"
"","YEH SOCH KE AKBAR KA PHATA JATA HAI SEENA","AKBAR’S HEART BREAKS WHEN HE THINKS OF THIS"
"","AWAAZ NA SUNLE KAHIN MASOOM SAKINA","THAT SAKINA SHOULD NOT HEAR ABOUT MY SITUATION"
"","SAJJAD KO AAHISTA ZARA JAA KE BATAANA","GO AND TELL SAJJAD QUIETLY"
"","ALLAH KARE LAUT KE TUM JAAWO WATAN KO","I PRAY (TO MY LORD) THAT YOU RETURN HOME"
"","MAJBOORIAN BHAI KI BATA DENA BAHAN KO","GO AND TELL SUGHRA ABOUT MY TROUBLES"
"","TUM MERI TARAF SE USSE SEENE SE LAGANA","GIVE HER (MY SISTER) A HUG FROM ME"
