line id verse number,arabic text,english translation text
,,Ziyarat of Ta`ziyah (Condolences)
,اَلسَّلاَمُ عَلَيْكَ يَا وَارِثَ آدَمَ صِفْوَةِ ٱللَّهِ,"Peace be on You, O inheritor of Adam, the select of Allah!"
,اَلسَّلاَمُ عَلَيْكَ يَا وَارِثَ نُوحٍ نَبِيِّ ٱللَّهِ,"Peace be on You, O inheritor of Noah, the prophet of Allah!"
,اَلسَّلاَمُ عَلَيْكَ يَا وَارِثَ إِبْرَاهيمَ خَليلِ ٱللَّهِ,"Peace be on You, O inheritor of Abraham, the intimate friend of Allah!"
,اَلسَّلاَمُ عَلَيْكَ يَا وَارِثَ مُوسَىٰ كَلِيمِ ٱللَّهِ,"Peace be on You, O inheritor of Moses, who received direct communication from Allah!"
,اَلسَّلاَمُ عَلَيْكَ يَا وَارِثَ عِيسَىٰ رُوحِ ٱللَّهِ,"Peace be on You, O inheritor of Jesus, the Spirit of Allah!"
,اَلسَّلاَمُ عَلَيْكَ يَا وَارِثَ مُحَمَّدٍ حَبِيبِ ٱللَّهِ,"Peace be on You, O inheritor of Muhammad, the most beloved by Allah!"
,اَلسَّلاَمُ عَلَيْكَ يَا وَارِثَ عَلِيٍّ أَمِيرِ ٱلْمُؤْمِنينَ وَلِيِّ اللّهِ,"Peace be on You, O inheritor of Ali, the Commander of the Believers and the intimate servant of Allah!"
,اَلسَّلاَمُ عَلَيْكَ يَا وَارِثَ ٱلْحَسَنِ ٱلشَّهيدِ سِبْطِ رَسُولِ ٱللَّهِ,"Peace be on You, O inheritor of Al-Hasan, the martyr and grandson of Allah’s Messenger!"
,اَلسَّلاَمُ عَلَيْكَ يَا بْنَ رَسُولِ ٱللَّهِ,"Peace be on You, O son of Allah’s Messenger!"
,اَلسَّلاَمُ عَلَيْكَ يَا بْنَ ٱلْبَشِيرِ ٱلنَّذِيرِ,"Peace be on You, O son of the bringer of glad tidings and the warner"
,وَٱبْنَ سَيِّدِ ٱلْوَصِيِّينَ,and son of the chief of the prophets’ successors!
,اَلسَّلاَمُ عَلَيْكَ يَا بْنَ فَاطِمَةَ سَيِّدَةِ نِسَاءِ ٱلْعَالَمِينَ,"Peace be on You, O son of Fatimah, the doyenne of the women of the world!"
,اَلسَّلاَمُ عَلَيْكَ يَا أَبَا عَبْدِ ٱللَّهِ,"Peace be on You, O Abu-`Abdillah!"
,اَلسَّلاَمُ عَلَيْكَ يا خِيَرَةَ ٱللَّهِ وَٱبْنَ خِيَرَتِهِ,"Peace be on You, O select of Allah and the son of His select ones!"
,اَلسَّلاَمُ عَلَيْكَ يا ثَارَ ٱللَّهِ وَٱبْنَ ثَارِهِ,"Peace be on You, O revenge of Allah and the son of His revenge!"
,اَلسَّلاَمُ عَلَيْكَ أَيُّهَا ٱلْوِتْرُ ٱلْمَوْتُورُ,"Peace be on You, O unique (in suffering tribulations) and the oppressed!"
,اَلسَّلاَمُ عَلَيْكَ أَيُّهَا ٱلإِمَامُ ٱلْهَادِي ٱلزَّكِيُّ,"Peace be on You, O guide, pure leader!"
,وَعَلىٰ أَرْوَاحٍ حَلَّتْ بِفِنَائِكَ وَأَقَامَتْ فِي جِوَارِكَ,"and on the souls of those who presented themselves in Your camp, resided in Your vicinity,"
,وَوَفَدَتْ مَعَ زُوَّارِكَ,and came with the visitors of You.
,اَلسَّلاَمُ عَلَيْكَ مِنِّي مَا بَقيتُ وَبَقِيَ ٱللَّيْلُ وَٱلنَّهَارُ,"Peace be upon You, from me, as long as I am alive and as long as there are day and night."
,فَلَقَدْ عَظُمَتْ بِكَ ٱلرَّزِيَّةُ,"Verily, astounding has been the calamity for us"
,وَجَلَّ ٱلْمُصَابُ فِي ٱلْمُؤْمِنِينَ وَٱلْمُسْلِمِينَ,"and unbearable has been the adversity for the believers, Muslims,"
,وَفِي أَهْلِ ٱلسَّمَاوَاتِ أَجْمَعِينَ,"for all the inhabitants of the heavens,"
,وَفِي سُكَّانِ ٱلاَرَضِينَ,and for the inhabitants of the layers of the earth.
,فَإِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ,"So, we are Allah’s and verily unto Him we return."
,وَصَلَوَاتُ ٱللَّهِ وَبَرَكَاتُهُ وَتَحِيَّاتُهُ عَلَيْكَ,"And Allah’s peace, blessings, and benedictions be upon You,"
,وَعَلَىٰ آبَائِكَ ٱلطَّاهِرِينَ ٱلطَّيِّبِينَ ٱلْمُنْتَجَبِينَ,"upon Your forefathers; the pure, the pious, and the elite,"
,وَعَلىٰ ذَرَارِيهِمُ ٱلْهُدَاةِ ٱلْمَهْدِيِّينَ,and upon their offspring; the guides and well-guided.
,اَلسَّلاَمُ عَلَيْكَ يَا مَوْلايَ وَعَلَيْهِمْ,"Peace be upon You O my master, upon them,"
,وَعَلَىٰ رُوحِكَ وَعَلَىٰ أَرْوَاحِهِمْ,"upon Your soul, upon their souls,"
,وَعَلَىٰ تُرْبَتِكَ وَعَلَىٰ تُرْبَتِهِمْ,"upon the soil in which You are buried, and upon the soil in which they are buried."
,اَللَّهُمَّ لَقِّهِمْ رَحْمَةً وَرِضْوَاناً,"O Allah, please shed over them mercy, pleasure of You,"
,وَرَوْحاً وَرَيْحَاناً,"happiness, and bounty."
,اَلسَّلاَمُ عَلَيْكَ يَا مَوْلاَيَ يَا أَبَا عَبْدِ ٱللَّهِ,"Peace be upon You, my master Abu-`Abdillah;"
,يَا بْنَ خَاتَمِ ٱلنَّبِيِّينَ,"O Son of the Seal of the Prophets,"
,وَيَا بْنَ سَيِّدِ ٱلْوَصِيِّينَ,"O Son of the Chief of the Prophets’ successors,"
,وَيَا بْنَ سَيِّدَةِ نِسَاءِ ٱلْعَالَمينَ,and O Son of the doyenne of the women of the world.
,اَلسَّلاَمُ عَلَيْكَ يَا شَهِيدُ يَا بْنَ ٱلشَّهِيدِ,"Peace be upon You, O martyr, Son of the martyr,"
,يَا أَخَا ٱلشَّهيدِ يَا أَبَا ٱلشُّهَدَاءِ,"O Brother of the martyr, and father of the martyrs."
,اَللَّهُمَّ بَلِّغْهُ عَنِّي فِي هٰذِهِ ٱلسَّاعَةِ,"O Allah, please do convey to him on behalf of me at this hour,"
,وَفِي هٰذَا ٱلْيَوْمِ,"on this day,"
,وَفِي هٰذَا ٱلْوَقْتِ,"at this moment,"
,وَفِي كُلِّ وَقْتٍ,and at all time
,تَحِيَّةً كَثيرَةً وَسَلاماً,abundant greetings and salutations.
