line id verse number,arabic text,english translation text
,ثُمَّ تَقُولُ:,Then say:
,اَللَّهُمَّ خُصَّ أَنْتَ أَوَّلَ ظَالِمٍ بِاللَّعْنِ مِنِّي،,"Allāhumma khuṣṣa anta awwala ẓālimin bil-laʿni minnī,
O Allāh, single out the first oppressor for my curse,"
,وَابْدَأْ بِهِ أَوَّلًا ثُمَّ الثَّانِيَ وَالثَّالِثَ وَالرَّابِعَ.,"Wabdaʾ bihī awwalan thumm ath-thānya wa-th-thālitha wa-r-rābiʿ.
Begin with him, then the second, the third, and the fourth."
,اَللَّهُمَّ الْعَنْ يَزِيدَ خَامِسًا،,"Allāhumm al-ʿan yazīda khāmisa,
O Allāh, curse Yazīd fifth of all,"
,وَالْعَنْ عُبَيْدَ اللهِ بْنَ زِيَادٍ وَابْنَ مَرْجَانَةَ,"Wa-l-ʿan ʿUbayd Allāh ibna Ziyādin wabna Marjānata
And curse ʿUbaydallāh ibn Ziyād, Ibn Marjāna,"
,وَعُمَرَ بْنَ سَعْدٍ وَشِمْرًا,"wa ʿUmar abna Saʿdin wa Shimran
And ʿUmar ibn Saʿd and Shimr"
,وَآلَ أَبِي سُفْيَانَ وَآلَ زِيَادٍ وَآلَ مَرْوَانَ,"wa āla Abī Sufyān awa āla Ziyādin wa āla Marwāna
And the houses of Abī Sufiyān, Ziyād, and Marwān"
,إِلَى يَوْمِ الْقِيَامَةِ,"ilā Yawm il-qyāma.
Until the Judgement Day."
,:ثُمَّ تَسْجُدُ وَتَقُولُ,Then prostrate and say:
,اَللَّهُمَّ لَكَ الْحَمْدُ حَمْدَ الشَّاكِرِينَ لَكَ عَلَى مُصَابِهِمْ،,"Allāhumma lak al-ḥamdu ḥamd ash-shākirīna laka ʿalā muṣābihim,
O Allāh to You belongs the praise, The praise of those who give thanks to You for their misfortunes,"
,اَلْحَمْدُ للهِ عَلَى عَظِيمِ رَزِيَّتِي.,"Al-ḥamdu li-llāhi ʿalā ʿaẓīmi raziyyatī.
To Allāh belongs the praise for my great sorrow!"
,اَللَّهُمَّ ارْزُقْنِي شَفَاعَةَ الْحُسَيْنِ يَوْمَ الْوُرُودِ،,"Allāhumm arzuqnī shafāʿat al-Ḥusayni yawm al-wurūd,
O Allāh grant me the intercession of Ḥusayn on the Day I come forth from my grave,"
,وَثَبِّتْ لِي قَدَمَ صِدْقٍ عِنْدَكَ,"Wa thabbit lī qadama ṣidqin ʿindaka
And make firm in your eyes my honest stance"
,مَعَ الْحُسَيْنِ وَأَصْحَابِ الْحُسَيْنِ,"maʿ al-Ḥusayni wa aṣḥāb il-Ḥusayn
With Ḥusayn, and the Companions of Ḥusayn"
,الَّذِينَ بَذَلُوا مُهَجَهُمْ دُونَ الْحُسَيْنِ عَلَيْهِ السَّلَامُ.,"al-ladhina badhalū muhajahum
dūn al-Ḥusayni ʿalayh is-salām.
who gave their lives in defence of Ḥusayn, peace be upon him."
