line id verse number,arabic text,english translation text
,"ثُمَّ تَقُولُ ""مِائَةَ مَرَّةٍ"":",Now say one hundred times:
,اَلسَّلَامُ عَلَيْكَ يَا أَبَا عَبْدِ اللهِ,"Assalāmu ʿalayka yā Abā ʿAbdillāhi
Peace be upon you, O Abā ʿAbdallāh,"
,وَعَلَى الْأَرْوَاحِ الَّتِي حَلَّتْ بِفِنَائِكَ،,"wa ʿala-l-arwāḥ il-latī ḥallat bi-fanāʾik,
and upon those souls who alighted in your courtyard!"
,عَلَيْكَ مِنِّي سَلَامُ اللهِ أَبَدًا مَا بَقِيتُ,"ʿalayka minnī salām Ullāhi abadan mā baqītu
I ask Allāh to send peace upon you so long as I live,"
,وَبَقِيَ اللَّيْلُ وَالنَّهَارُ،,"wa baqī al-laylu wa-n-nahār,
And so long as night and day endure,"
,وَلَا جَعَلَهُ اللهُ آخِرَ الْعَهْدِ مِنِّي لِزِيَارَتِكُمْ.,"Wa lā jaʿalah Ullāhi ākhir al-ʿahdi minnī li-zyāratikum.
And let not this be my last visit to you."
,اَلسَّلَامُ عَلَى الْحُسَيْنِ،,"Assalāmu ʿal al-Ḥusayn,
Peace be upon Ḥusayn,"
,وَعَلَى عَلِيِّ بْنِ الْحُسَيْنِ،,"Wa ʿalā ʿAliyy ibn il-Ḥusayn,
upon ʿAlī, the son of Ḥusayn,"
,وَعَلَى أَوْلَادِ الْحُسَيْنِ،,"Wa ʿalā awlād il-Ḥusayn,
upon the children of Ḥusayn,"
,وَعَلَى أَصْحَابِ الْحُسَيْنِ,"Wa ʿalā aṣḥāb il-ḥusayn.
And upon the companions of Ḥusayn."
