line id verse number,arabic text,english translation text
,,Ziyarat for Hz. Muslim Ibn Aqil
,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ,"In the Name of Allah, the All-merciful, the All-compassionate"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّد,O Alláh bless Muhammad and the family of Muhammad.
,سَلامُ اللهِ الْعِليِّ الْعَظيمِ,"Peace from God, the lofty the Mighty"
,وَسَلامُ مَلائِكَتِهِ الْمُقَرَّبينَ وَاَنْبِيائِهِ الْمُرْسَلينَ,"Peace from his chosen angels, his dispatched prophets"
,وَاَئِمَّتِهِ الْمُنْتَجَبينَ وَعِبادِهِ الصّالِحينَ,"His chosen Imams, His pious servants"
,وَجَميعِ الشُّهَداءِ وَالصِّدّيقينَ,"all the martyrs, all the truthful ones"
,وَالزّاكِياتُ الطَّيِّباتُ فيـما تَغْتَدي,Along with pure goodness be with you in…
,وَتَرُوحُ عَلَيْكَ يا مُسْلِمَ بْنَ عَقيلِ بْنِ أبي طالِب,Your inspired goal o Muslim Ibn ‘Aqil Ibn ‘Abi Talib
,اَلسَّلامُ عَلَيْكَ اَيُّهَا الْعَبْدُ الصّالِحُ,Peace be with you o man of righteousness
,الْمُطيعُ للهِ وَلِرَسُولِهِ,"who is obedient to God, his messenger"
,وَلِاَمِيرِا لْمُؤْمِنينَ وَالْحَسَنِ وَالْحُسَيْنِ,"The commander of the faithful, al Hasan and al Husayn"
,صَلَوَاتُ اللهِ عَلَيْهِمْ اَجْمَعِيْنَ,May the blessings of god be with them all.
,اَشْهَدُ اَنَّكَ لَمْ تَهِنْ وَلَمْ تَنْكُلْ،,I bear witness that you did not weaken nor did you waver
,وَاَنَّكَ قَدْ مَضَيْتَ عَلى بَصِيرَةٍ مِنْ اَمْرِكَ مُقْتَدِياً بِالْصّالِحينَ,Indeed you performed your duty with insight regarding your affair following the example of the righteous according ….
,وَمُتَّبِعاً لِلنَّبيّينَ، فَجَمَعَ اللهُ بَيْنَنا وَبَيْنَكَ وَبَيْنَ رَسُولِهِ,"to the prophets May god gather between you and us, between his messenger and his saints"
,وَاَوْلِيائِهِ في مَنَازِلِ الْمُخْبِتينَ فَاِنَّهُ اَرْحَمُ الرَّاحِمِينَ,in the heavenly ranks of those who have submitted to their lords
