line id verse number,arabic text,english translation text
,,"Ziyarat of
Imam Redha (A.S.)"
,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ,"In the Name of Allah,
the All-merciful, the
All-compassionate"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍوَ آلِ مُحَمَّد,"O Alláh bless
Muhammad and the family of Muhammad."
,اَلسَّلاَمُ عَلَيْكَ يَا غَرِيْبَ الْغُرَبَاءِ,Peace be with You O most estranged from his homeland
,اَلسَّلاَمُ عَلَيْكَ يَامُعِيْنَ الضُّعَفَاءِ وَالْفُقَرَاءِ,"Peace be with You
O helper of the weak
and poor"
,اَلسَّلاَمُ عَلَيْكَ يَاشَمْسَ الشُمُوسِ,"Peace be with You
O sun of suns"
,اَلسَّلاَمُ عَلَيْكَ يَا اَنِيْسَ النُفُوسِ,"Peace be with You
O intimate companion
of the souls"
,اَلسَّلاَمُ عَلَيْكَ اَيُّهَا الْمَدْفُوْنُ بِاَرْضِ طُوْسِ,"Peace be with You
O on who is buried in the land of ‘Tus"
,اَلسَّلاَمُ عَلَيْكَ يَا مُغِيْثَ الشِّيْعَةِ وَالزُّوَّارِفِى يَوْمِ الْجَزَاءِ,"Peace be with You O aid of the Shi’ah and the
visitors of Your shrine on
the Day of reward"
,اَلسَّلاَمُ عَلَيْكَ يَااَبَا الْحَسَنِ عَلِىِّ ابْنِ مُوْسَىَ الرِّضَّا,"Peace be with You
O Abu al-Hasan,
Ali ibn Musa al-Rida"
,وَرَحْمَةُ اللهِ وَبَرَكَاتُهْ,"May the mercy and
blessing of God be with
You"
